No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,observable,6,0.01,2,4,8.26
2,ontogenetic,10,0.01,3,4,8.11
3,notwithstanding,8,0.01,2,2,7.84
4,emerges,15,0.02,3,10,7.52
5,relating,12,0.01,2,7,7.26
6,spite,34,0.04,4,18,6.76
7,mind,18,0.02,2,11,6.67
8,ascertained,28,0.03,3,5,6.62
9,graph,21,0.02,2,7,6.45
10,brings,22,0.02,2,16,6.38
11,presented,34,0.04,3,19,6.34
12,despite,24,0.03,2,8,6.26
13,supported,138,0.15,10,22,6.06
14,inferred,28,0.03,2,12,6.04
15,establish,32,0.03,2,16,5.84
16,attention,82,0.09,5,27,5.81
17,emphasized,34,0.04,2,18,5.76
18,owing,174,0.19,9,25,5.57
19,striking,102,0.11,5,22,5.49
20,comment,42,0.05,2,8,5.45

Total tokens in window,482240
Total texts in window,38
