No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,unconscious,2,0.00,2,1,9.27
2,disproved,3,0.00,2,1,8.68
3,harmony,9,0.01,3,5,7.68
4,overlooked,7,0.01,2,2,7.46
5,relating,7,0.01,2,7,7.46
6,spite,33,0.05,6,12,6.81
7,shortened,12,0.02,2,3,6.68
8,strengthened,13,0.02,2,4,6.57
9,coincident,15,0.02,2,7,6.36
10,protosomites,15,0.02,2,1,6.36
11,concerning,23,0.04,3,11,6.33
12,supported,39,0.06,5,23,6.30
13,refers,16,0.03,2,8,6.27
14,matter,119,0.19,12,24,5.96
15,mind,20,0.03,2,9,5.94
16,accordance,33,0.05,3,10,5.81
17,foregoing,25,0.04,2,11,5.62
18,attention,75,0.12,6,23,5.62
19,cited,27,0.04,2,9,5.51
20,stress,28,0.05,2,9,5.46

Total tokens in window,316336
Total texts in window,32
