No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,foundation,12,0.01,2,5,7.71
2,borne,61,0.05,9,19,7.53
3,supported,67,0.05,7,25,7.03
4,spite,75,0.06,7,23,6.87
5,recognition,22,0.02,2,10,6.83
6,rhoeo,39,0.03,3,0,6.59
7,orientated,30,0.02,2,8,6.39
8,accepted,45,0.04,3,18,6.39
9,butterfly,47,0.04,2,1,5.74
10,concerning,100,0.08,4,22,5.65
11,explained,75,0.06,3,25,5.65
12,owing,152,0.12,6,31,5.63
13,attention,76,0.06,3,25,5.63
14,country,56,0.04,2,9,5.48
15,exist,60,0.05,2,21,5.39
16,suggests,138,0.11,4,36,5.18
17,confirmed,74,0.06,2,27,5.08
18,striking,79,0.06,2,26,4.99
19,interesting,80,0.06,2,32,4.97
20,depend,81,0.06,2,23,4.95

Total tokens in window,582960
Total texts in window,49
