https://example.com/collocation-analysis
There are 1184416 different words in your collocation database for "facts". (Your query returned 581 matches in 230 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	prove	221	0.05	8	71	6.24
2	new	728	0.17	12	130	5.11
3	many	837	0.20	12	159	4.91
4	these	3136	0.75	37	189	4.63
5	some	2288	0.55	13	195	3.57
6	other	2829	0.68	15	200	3.47
7	have	5766	1.38	24	207	3.12
8	which	12570	3.00	37	211	2.62
9	are	5613	1.34	14	206	2.38
10	that	13642	3.26	30	210	2.20
11	from	8393	2.01	17	213	2.08
12	i	8493	2.03	16	213	1.98
13	by	12058	2.88	14	224	1.28
14	as	9132	2.18	10	213	1.20
15	the	102682	24.53	105	229	1.10
16	to	26792	6.40	27	220	1.08
17	it	13733	3.28	13	215	0.99
18	in	25660	6.13	24	224	0.97
19	and	29754	7.11	27	226	0.93
20	with	9192	2.20	8	211	0.86
21	of	69444	16.59	57	230	0.78
22	by	12058	2.88	8	224	0.47
23	is	13636	3.26	8	218	0.30
24	to	26792	6.40	11	220	-0.22
25	the	102682	24.53	25	229	-0.97
26	of	69444	16.59	9	230	-1.88
