https://example.com/collocation-analysis
There are 992029 different words in your collocation database for "facts". (Your query returned 1060 matches in 244 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	prove	171	0.05	9	70	5.52
2	stated	213	0.06	10	59	5.36
3	appear	501	0.14	10	154	4.12
4	new	664	0.19	13	135	4.10
5	many	683	0.20	13	166	4.05
6	general	580	0.17	11	133	4.05
7	these	2718	0.78	41	205	3.72
8	been	3400	0.97	27	218	2.79
9	have	5054	1.45	35	221	2.60
10	some	2007	0.57	12	211	2.38
11	other	2380	0.68	13	213	2.25
12	are	4525	1.30	22	216	2.09
13	which	10778	3.09	48	224	1.96
14	that	11601	3.32	43	224	1.69
15	from	7084	2.03	24	227	1.56
16	i	7401	2.12	22	225	1.38
17	to	22861	6.54	56	238	1.10
18	are	4525	1.30	10	216	0.95
19	not	4681	1.34	10	215	0.90
20	with	7660	2.19	16	226	0.87
21	by	10813	3.10	22	239	0.83
22	the	88639	25.38	160	242	0.66
23	as	7591	2.17	13	226	0.58
24	this	7097	2.03	12	225	0.56
25	in	22970	6.58	37	240	0.49
26	to	22861	6.54	35	238	0.42
27	it	11437	3.27	17	228	0.38
28	of	60066	17.20	83	243	0.27
29	with	7660	2.19	10	226	0.19
30	be	9956	2.85	12	231	0.07
31	by	10813	3.10	13	239	0.07
32	and	25589	7.33	30	240	0.03
33	and	25589	7.33	25	240	-0.23
34	be	9956	2.85	9	231	-0.34
35	a	20609	5.90	18	243	-0.39
36	the	88639	25.38	70	242	-0.54
37	is	11872	3.40	9	232	-0.60
38	of	60066	17.20	40	243	-0.78
