https://example.com/collocation-analysis
There are 1851232 different words in your collocation database for "facts". (Your query returned 1594 matches in 285 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	445	0.11	22	125	5.66
2	many	1151	0.28	18	194	4.00
3	these	5448	1.33	71	255	3.74
4	have	7683	1.88	46	262	2.62
5	all	3695	0.90	19	245	2.40
6	been	4607	1.12	21	262	2.22
7	from	12499	3.05	54	270	2.15
8	i	11204	2.74	45	270	2.04
9	which	18096	4.42	72	266	2.03
10	are	10021	2.45	37	277	1.92
11	that	18706	4.57	51	267	1.48
12	with	13682	3.34	32	281	1.26
13	by	17911	4.37	34	284	0.96
14	with	13682	3.34	23	281	0.78
15	to	41494	10.13	68	284	0.75
16	in	45457	11.10	70	284	0.66
17	the	184260	44.99	278	285	0.63
18	it	17480	4.27	25	265	0.55
19	on	12682	3.10	18	285	0.54
20	of	105372	25.73	149	285	0.53
21	as	14939	3.65	19	269	0.38
22	be	16216	3.96	20	273	0.34
23	by	17911	4.37	22	284	0.33
24	as	14939	3.65	18	269	0.30
25	and	47786	11.67	49	284	0.07
26	that	18706	4.57	19	267	0.06
27	to	41494	10.13	41	284	0.02
28	the	184260	44.99	138	285	-0.38
29	a	36828	8.99	24	283	-0.58
30	of	105372	25.73	51	285	-1.01
31	and	47786	11.67	21	284	-1.15
32	in	45457	11.10	19	284	-1.22
