No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,20361,9.03,204,241,3.50
2,this,12440,5.52,88,238,3.00
3,in,55804,24.75,339,245,2.78
4,from,15049,6.68,42,240,1.65
5,is,26846,11.91,74,241,1.64
6,i,10330,4.58,25,232,1.45
7,it,18639,8.27,44,239,1.41
8,which,20027,8.88,46,241,1.37
9,is,26846,11.91,56,241,1.23
10,by,20547,9.11,40,243,1.13
11,a,41490,18.40,76,242,1.05
12,the,216914,96.21,395,245,1.04
13,was,11590,5.14,21,228,1.03
14,a,41490,18.40,48,242,0.38
15,the,216914,96.21,236,245,0.29
16,that,20361,9.03,22,241,0.28
17,of,130883,58.05,132,245,0.19
18,in,55804,24.75,50,245,0.01
19,and,55790,24.75,42,245,-0.24
20,to,46659,20.70,32,243,-0.37
21,to,46659,20.70,23,243,-0.85
22,of,130883,58.05,51,245,-1.19
