No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,462,0.25,31,112,5.97
2,that,25681,13.72,873,171,4.99
3,they,4621,2.47,31,166,2.65
4,in,74114,39.59,465,171,2.55
5,by,22433,11.98,115,171,2.26
6,this,16971,9.07,72,171,1.99
7,it,19520,10.43,73,171,1.81
8,from,18351,9.80,67,171,1.77
9,the,274817,146.80,868,171,1.56
10,to,53106,28.37,147,171,1.37
11,is,47638,25.45,96,171,0.92
12,which,18357,9.81,36,170,0.88
13,the,274817,146.80,510,171,0.80
14,for,16863,9.01,28,170,0.64
15,with,19067,10.18,28,170,0.46
16,is,47638,25.45,66,171,0.37
17,in,74114,39.59,91,171,0.20
18,a,62688,33.49,68,171,0.02
19,and,71548,38.22,75,171,-0.03
20,a,62688,33.49,55,171,-0.28
21,of,149879,80.06,128,171,-0.32
22,to,53106,28.37,34,171,-0.74
23,of,149879,80.06,43,171,-1.90
