No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15408,7.11,378,106,4.73
2,in,43718,20.19,346,107,3.10
3,by,15307,7.07,54,107,1.93
4,this,10886,5.03,37,107,1.88
5,from,10919,5.04,36,106,1.84
6,it,11498,5.31,32,107,1.59
7,the,153980,71.10,374,107,1.40
8,is,29403,13.58,66,107,1.28
9,the,153980,71.10,241,107,0.76
10,are,13457,6.21,21,107,0.76
11,to,31956,14.76,49,107,0.73
12,is,29403,13.58,37,107,0.45
13,and,44534,20.56,49,107,0.25
14,in,43718,20.19,39,107,-0.05
15,a,39236,18.12,32,107,-0.18
16,to,31956,14.76,21,107,-0.49
17,a,39236,18.12,24,107,-0.59
18,of,89672,41.40,48,107,-0.79
