No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,497,0.26,44,143,6.41
2,that,30574,15.96,964,214,4.92
3,they,5438,2.84,40,213,2.82
4,this,20191,10.54,123,214,2.54
5,by,26229,13.69,137,214,2.32
6,in,86396,45.10,412,215,2.19
7,from,20954,10.94,80,215,1.87
8,the,311974,162.86,988,214,1.60
9,to,64119,33.47,188,215,1.49
10,it,23146,12.08,62,214,1.36
11,which,22433,11.71,46,214,0.97
12,the,311974,162.86,562,214,0.79
13,with,22017,11.49,33,214,0.52
14,is,50449,26.34,73,215,0.47
15,is,50449,26.34,70,215,0.41
16,in,86396,45.10,94,215,0.06
17,a,71527,37.34,71,215,-0.07
18,and,77574,40.50,72,215,-0.17
19,of,168813,88.13,155,215,-0.19
20,a,71527,37.34,65,215,-0.20
21,to,64119,33.47,34,215,-0.98
22,of,168813,88.13,40,215,-2.14
