No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,134,0.04,10,73,7.13
2,this,7332,1.96,35,276,3.16
3,that,11397,3.05,44,272,2.85
4,in,25147,6.72,74,288,2.46
5,is,12559,3.36,25,283,1.90
6,i,7157,1.91,14,274,1.87
7,is,12559,3.36,21,283,1.65
8,a,21237,5.68,33,292,1.54
9,which,9897,2.64,14,276,1.40
10,the,104036,27.80,114,293,1.04
11,by,11163,2.98,11,289,0.88
12,in,25147,6.72,21,288,0.64
13,a,21237,5.68,17,292,0.58
14,of,62299,16.65,41,291,0.30
15,the,104036,27.80,61,293,0.13
16,of,62299,16.65,20,291,-0.74
