No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27105,12.59,305,307,3.60
2,in,73397,34.08,653,314,3.26
3,this,15858,7.36,100,307,2.76
4,we,10434,4.84,34,275,1.81
5,is,37390,17.36,121,308,1.80
6,from,18844,8.75,48,311,1.46
7,are,17275,8.02,39,305,1.28
8,which,25196,11.70,56,311,1.26
9,it,22501,10.45,49,307,1.23
10,is,37390,17.36,76,308,1.13
11,by,27474,12.76,50,315,0.97
12,the,281938,130.91,457,315,0.80
13,as,23265,10.80,33,309,0.61
14,the,281938,130.91,350,315,0.42
15,be,25436,11.81,31,310,0.39
16,to,60669,28.17,70,312,0.31
17,a,59231,27.50,63,312,0.20
18,in,73397,34.08,76,314,0.16
19,a,59231,27.50,56,312,0.03
20,to,60669,28.17,53,312,-0.09
21,of,178551,82.91,110,315,-0.59
22,and,73563,34.16,41,315,-0.74
23,of,178551,82.91,60,315,-1.47
