No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,25896,12.80,300,278,3.55
2,in,69636,34.42,628,282,3.19
3,this,15132,7.48,115,277,2.94
4,being,5371,2.65,27,270,2.35
5,we,9395,4.64,31,245,1.74
6,is,35342,17.47,114,279,1.71
7,from,17666,8.73,47,279,1.43
8,which,24237,11.98,60,278,1.32
9,are,15692,7.76,35,276,1.17
10,is,35342,17.47,77,279,1.14
11,it,21557,10.65,45,277,1.08
12,by,25928,12.81,48,283,0.91
13,the,268552,132.73,478,283,0.85
14,the,268552,132.73,357,283,0.43
15,as,22178,10.96,29,278,0.40
16,be,23928,11.83,31,278,0.39
17,to,58231,28.78,72,282,0.32
18,a,56002,27.68,68,281,0.30
19,a,56002,27.68,66,281,0.25
20,in,69636,34.42,79,282,0.20
21,to,58231,28.78,51,282,-0.17
22,of,168389,83.22,138,283,-0.27
23,and,70146,34.67,50,283,-0.47
24,of,168389,83.22,65,283,-1.36
