No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,31163,15.21,760,234,4.64
2,in,81961,40.00,480,238,2.58
3,this,21566,10.53,119,235,2.50
4,by,26756,13.06,122,236,2.22
5,from,19048,9.30,70,235,1.91
6,it,24134,11.78,69,233,1.55
7,we,12910,6.30,35,216,1.47
8,the,331655,161.87,850,238,1.39
9,to,64896,31.67,164,237,1.37
10,is,54027,26.37,100,235,0.92
11,in,81961,40.00,122,238,0.61
12,which,24487,11.95,36,235,0.59
13,is,54027,26.37,79,235,0.58
14,the,331655,161.87,469,238,0.53
15,a,67823,33.10,72,235,0.12
16,a,67823,33.10,64,235,-0.05
17,to,64896,31.67,51,237,-0.31
18,of,179287,87.50,112,238,-0.64
19,and,86354,42.15,50,237,-0.75
20,of,179287,87.50,88,238,-0.99
