No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,746,0.38,58,145,6.26
2,that,33518,16.98,1020,243,4.91
3,in,90338,45.76,468,247,2.35
4,this,21234,10.76,100,243,2.22
5,by,30382,15.39,134,244,2.12
6,from,21025,10.65,85,245,2.00
7,the,336955,170.70,1067,245,1.64
8,it,24303,12.31,76,243,1.63
9,to,69282,35.10,212,246,1.59
10,which,24082,12.20,58,244,1.25
11,the,336955,170.70,592,245,0.79
12,is,52746,26.72,77,245,0.53
13,is,52746,26.72,77,245,0.53
14,in,90338,45.76,105,247,0.20
15,a,84375,42.74,92,247,0.11
16,a,84375,42.74,71,247,-0.27
17,of,186712,94.59,151,247,-0.33
18,and,85678,43.40,62,247,-0.49
19,to,69282,35.10,38,246,-0.89
20,of,186712,94.59,40,247,-2.24
