No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,453,0.25,31,100,5.97
2,that,21670,11.81,707,146,4.90
3,they,3899,2.13,29,143,2.77
4,in,61464,33.50,404,146,2.59
5,there,4445,2.42,27,144,2.48
6,by,19315,10.53,92,146,2.13
7,this,14653,7.99,69,146,2.11
8,it,16488,8.99,65,146,1.85
9,from,15030,8.19,55,146,1.75
10,we,7055,3.85,23,139,1.58
11,to,44764,24.40,141,146,1.53
12,the,228961,124.80,712,146,1.51
13,is,39658,21.62,91,146,1.07
14,the,228961,124.80,441,146,0.82
15,which,15517,8.46,27,145,0.67
16,this,14653,7.99,24,146,0.59
17,are,17379,9.47,25,145,0.40
18,is,39658,21.62,55,146,0.35
19,in,61464,33.50,79,146,0.24
20,a,52798,28.78,60,146,0.06
21,and,56941,31.04,63,146,0.02
22,a,52798,28.78,44,146,-0.39
23,of,124247,67.72,102,146,-0.41
24,to,44764,24.40,27,146,-0.85
25,of,124247,67.72,36,146,-1.91
