No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,22166,9.88,657,152,5.06
2,they,4698,2.09,29,149,2.79
3,in,64459,28.73,359,153,2.64
4,by,20205,9.01,96,153,2.41
5,this,15241,6.79,52,152,1.94
6,it,16973,7.57,55,151,1.86
7,the,235142,104.82,659,153,1.65
8,to,45255,20.17,118,153,1.55
9,from,16320,7.28,35,152,1.27
10,is,41373,18.44,80,153,1.12
11,the,235142,104.82,354,153,0.76
12,in,64459,28.73,60,153,0.06
13,is,41373,18.44,37,153,0.00
14,and,65282,29.10,49,153,-0.25
15,a,53799,23.98,39,153,-0.30
16,a,53799,23.98,38,153,-0.34
17,to,45255,20.17,27,153,-0.58
18,of,132292,58.97,78,153,-0.60
