No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,23241,9.40,360,238,4.26
2,in,71871,29.06,480,244,3.05
3,this,16449,6.65,77,237,2.53
4,from,18577,7.51,56,243,1.90
5,is,41733,16.88,94,240,1.48
6,by,25591,10.35,56,243,1.44
7,it,21398,8.65,38,239,1.13
8,the,282634,114.29,459,244,1.01
9,be,19203,7.77,27,242,0.80
10,is,41733,16.88,55,240,0.70
11,to,53765,21.74,67,242,0.62
12,the,282634,114.29,319,244,0.48
13,in,71871,29.06,76,244,0.39
14,to,53765,21.74,52,242,0.26
15,a,57077,23.08,50,244,0.12
16,a,57077,23.08,50,244,0.12
17,and,72783,29.43,44,243,-0.42
18,of,167252,67.63,73,243,-0.89
19,of,167252,67.63,50,243,-1.44
