No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,16384,6.51,173,226,3.73
2,this,10412,4.14,73,225,3.14
3,in,47204,18.76,224,234,2.58
4,from,13289,5.28,34,225,1.69
5,i,9259,3.68,23,219,1.64
6,is,21038,8.36,51,231,1.61
7,a,32561,12.94,69,231,1.41
8,is,21038,8.36,44,231,1.40
9,it,15373,6.11,32,228,1.39
10,which,16703,6.64,33,227,1.31
11,by,19369,7.70,35,232,1.18
12,was,9999,3.97,18,217,1.18
13,the,180187,71.62,290,234,1.02
14,a,32561,12.94,34,231,0.39
15,in,47204,18.76,44,234,0.23
16,the,180187,71.62,164,234,0.20
17,of,107498,42.73,91,234,0.09
18,to,38511,15.31,24,232,-0.35
19,and,46028,18.30,28,234,-0.39
20,of,107498,42.73,36,234,-1.25
