No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,25798,11.98,271,284,3.50
2,this,15615,7.25,121,282,3.06
3,in,71257,33.08,535,288,3.02
4,we,8777,4.08,27,240,1.73
5,is,35457,16.46,103,284,1.65
6,from,18704,8.68,52,285,1.58
7,is,35457,16.46,90,284,1.45
8,which,25476,11.83,60,284,1.34
9,i,12207,5.67,28,274,1.30
10,it,23115,10.73,53,283,1.30
11,by,25680,11.92,58,288,1.28
12,the,275326,127.83,482,289,0.91
13,a,54588,25.35,74,285,0.55
14,the,275326,127.83,319,289,0.32
15,in,71257,33.08,80,288,0.27
16,to,58936,27.36,61,287,0.16
17,a,54588,25.35,54,285,0.09
18,of,169492,78.69,152,289,-0.05
19,and,70715,32.83,49,289,-0.42
20,to,58936,27.36,34,287,-0.69
21,of,169492,78.69,59,289,-1.42
