No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,858,0.46,64,167,6.13
2,that,36109,19.27,1135,262,4.88
3,they,5841,3.12,48,255,2.94
4,in,96855,51.70,561,266,2.44
5,this,23318,12.45,117,262,2.23
6,from,22503,12.01,101,264,2.07
7,by,33477,17.87,139,264,1.96
8,it,26259,14.02,92,262,1.71
9,the,362916,193.71,1206,265,1.64
10,we,17721,9.46,56,255,1.57
11,to,77114,41.16,214,265,1.38
12,which,25600,13.66,70,263,1.36
13,the,362916,193.71,644,265,0.73
14,is,56956,30.40,94,263,0.63
15,with,26830,14.32,44,265,0.62
16,is,56956,30.40,85,263,0.48
17,in,96855,51.70,127,266,0.30
18,a,92953,49.61,113,266,0.19
19,a,92953,49.61,78,266,-0.35
20,of,206247,110.09,167,266,-0.40
21,and,92511,49.38,66,266,-0.58
22,to,77114,41.16,43,265,-0.94
23,of,206247,110.09,55,266,-2.00
