https://example.com/collocation-analysis
There are 2059891 different words in your collocation database for "facts". (Your query returned 1261 matches in 242 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	6365	1.25	76	227	3.92
2	have	8235	1.62	28	235	2.11
3	i	10318	2.03	35	227	2.11
4	which	19322	3.81	64	238	2.07
5	are	11441	2.25	29	236	1.68
6	from	14735	2.90	36	238	1.63
7	that	19467	3.84	37	239	1.27
8	to	44432	8.76	66	240	0.91
9	as	17416	3.43	25	237	0.86
10	by	21106	4.16	29	240	0.80
11	the	208386	41.07	256	242	0.64
12	it	17885	3.53	20	237	0.50
13	to	44432	8.76	48	240	0.45
14	by	21106	4.16	22	240	0.40
15	in	53781	10.60	56	242	0.40
16	of	124419	24.52	120	242	0.29
17	a	38908	7.67	32	239	0.06
18	and	53427	10.53	43	242	0.03
19	and	53427	10.53	30	242	-0.49
20	the	208386	41.07	115	242	-0.51
21	of	124419	24.52	66	242	-0.57
22	in	53781	10.60	28	242	-0.60
