https://example.com/collocation-analysis
There are 1487075 different words in your collocation database for "facts". (Your query returned 1165 matches in 210 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	recorded	95	0.02	14	29	7.30
2	these	4862	1.14	52	188	3.51
3	some	2239	0.52	16	186	2.93
4	i	8441	1.98	39	196	2.30
5	have	6280	1.47	24	195	2.03
6	which	14211	3.33	45	203	1.76
7	from	10671	2.50	27	199	1.43
8	are	7593	1.78	18	203	1.34
9	that	14710	3.44	31	197	1.17
10	it	13100	3.07	24	203	0.97
11	be	12039	2.82	22	205	0.97
12	to	32946	7.71	59	209	0.94
13	this	9313	2.18	16	198	0.88
14	with	11830	2.77	19	207	0.78
15	in	39028	9.13	62	210	0.76
16	the	148170	34.67	211	210	0.61
17	with	11830	2.77	16	207	0.53
18	to	32946	7.71	43	209	0.48
19	by	17110	4.00	22	209	0.46
20	as	12629	2.96	15	208	0.34
21	and	37046	8.67	42	210	0.28
22	of	86531	20.25	98	210	0.27
23	by	17110	4.00	14	209	-0.19
24	a	27703	6.48	21	209	-0.30
25	and	37046	8.67	28	210	-0.31
26	the	148170	34.67	101	210	-0.46
27	in	39028	9.13	26	210	-0.49
28	a	27703	6.48	16	209	-0.70
29	of	86531	20.25	44	210	-0.88
