https://example.com/collocation-analysis
There are 1939384 different words in your collocation database for "facts". (Your query returned 1209 matches in 240 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	6134	1.21	70	223	3.86
2	i	9740	1.91	36	225	2.23
3	have	7728	1.52	28	231	2.20
4	which	18082	3.55	65	234	2.19
5	are	10881	2.14	26	233	1.60
6	from	14029	2.76	29	233	1.40
7	that	17942	3.52	33	234	1.23
8	as	16507	3.24	25	235	0.95
9	to	41707	8.19	61	238	0.90
10	by	20685	4.06	29	238	0.84
11	the	196957	38.69	243	240	0.65
12	it	16728	3.29	19	234	0.53
13	to	41707	8.19	46	238	0.49
14	in	50769	9.97	51	240	0.35
15	of	116509	22.89	116	240	0.34
16	by	20685	4.06	20	238	0.30
17	and	50072	9.84	42	240	0.09
18	a	36184	7.11	30	237	0.08
19	and	50072	9.84	29	240	-0.44
20	the	196957	38.69	107	240	-0.53
21	in	50769	9.97	27	240	-0.56
22	a	36184	7.11	19	237	-0.58
23	of	116509	22.89	58	240	-0.66
