No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,very,3041,0.47,9,210,3.25
2,this,8644,1.34,23,228,3.10
3,in,25884,4.01,60,248,2.90
4,that,13236,2.05,27,233,2.72
5,is,13565,2.10,21,231,2.32
6,i,9049,1.40,13,230,2.21
7,is,13565,2.10,14,231,1.73
8,a,24058,3.73,22,245,1.56
9,that,13236,2.05,9,233,1.13
10,a,24058,3.73,14,245,0.91
11,to,28352,4.40,12,245,0.45
12,the,109288,16.95,45,251,0.41
13,the,109288,16.95,30,251,-0.18
14,of,62711,9.73,17,251,-0.19
