No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,595,0.32,42,143,6.04
2,that,30044,16.17,952,205,4.88
3,they,5165,2.78,43,203,2.95
4,this,19890,10.70,121,205,2.50
5,there,6051,3.26,35,203,2.43
6,in,84173,45.29,462,205,2.35
7,by,25654,13.80,137,205,2.31
8,all,5301,2.85,27,204,2.24
9,from,20304,10.92,73,205,1.74
10,it,22521,12.12,78,205,1.69
11,the,304511,163.85,965,205,1.56
12,to,62715,33.74,184,205,1.45
13,we,11054,5.95,27,197,1.18
14,the,304511,163.85,574,205,0.81
15,this,19890,10.70,36,205,0.75
16,which,20563,11.06,36,204,0.70
17,is,51199,27.55,87,205,0.66
18,with,20748,11.16,35,204,0.65
19,is,51199,27.55,75,205,0.44
20,are,22796,12.27,31,204,0.34
21,in,84173,45.29,113,205,0.32
22,for,20496,11.03,26,205,0.24
23,as,25562,13.75,32,205,0.22
24,a,70647,38.01,80,205,0.07
25,and,75092,40.40,81,205,0.00
26,of,164794,88.67,136,205,-0.38
27,a,70647,38.01,55,205,-0.47
28,to,62715,33.74,35,205,-0.95
29,of,164794,88.67,45,205,-1.98
