No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,23359,10.03,377,243,4.23
2,in,71697,30.78,520,249,3.08
3,if,4448,1.91,23,220,2.59
4,this,16382,7.03,73,242,2.38
5,being,5187,2.23,21,240,2.24
6,from,18181,7.80,55,248,1.82
7,by,25145,10.79,69,248,1.68
8,is,41487,17.81,113,245,1.67
9,i,9843,4.23,20,236,1.24
10,for,12900,5.54,24,246,1.12
11,it,21356,9.17,39,244,1.09
12,the,279629,120.03,480,249,1.00
13,was,13657,5.86,20,237,0.77
14,to,54731,23.49,73,247,0.64
15,is,41487,17.81,52,245,0.55
16,are,16184,6.95,20,243,0.53
17,the,279629,120.03,333,249,0.47
18,be,19066,8.18,22,247,0.43
19,with,20875,8.96,24,247,0.42
20,in,71697,30.78,77,249,0.32
21,which,23029,9.89,24,244,0.28
22,a,56554,24.28,57,249,0.23
23,as,22851,9.81,23,247,0.23
24,by,25145,10.79,25,248,0.21
25,a,56554,24.28,53,249,0.13
26,to,54731,23.49,50,247,0.09
27,and,71737,30.79,45,248,-0.45
28,of,164880,70.77,78,248,-0.86
29,of,164880,70.77,55,248,-1.36
