No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,629,0.34,42,149,5.95
2,that,32325,17.47,1079,232,4.95
3,they,5477,2.96,41,228,2.79
4,by,27995,15.13,159,232,2.39
5,this,20974,11.33,116,232,2.36
6,there,6196,3.35,34,230,2.34
7,in,90514,48.91,449,234,2.20
8,from,21479,11.61,92,234,1.99
9,if,6138,3.32,24,232,1.86
10,the,325638,175.95,1113,233,1.66
11,to,67051,36.23,220,234,1.60
12,it,23290,12.58,73,231,1.54
13,we,11239,6.07,30,225,1.30
14,which,23558,12.73,54,232,1.08
15,the,325638,175.95,613,233,0.80
16,with,23414,12.65,41,233,0.70
17,is,51483,27.82,84,233,0.59
18,this,20974,11.33,31,232,0.45
19,for,22090,11.94,30,234,0.33
20,at,21681,11.71,28,232,0.26
21,is,51483,27.82,62,233,0.16
22,in,90514,48.91,109,234,0.16
23,a,74487,40.25,80,234,-0.01
24,are,23466,12.68,24,231,-0.08
25,a,74487,40.25,64,234,-0.33
26,and,80594,43.55,69,234,-0.34
27,of,180425,97.49,151,234,-0.37
28,to,67051,36.23,30,234,-1.27
29,of,180425,97.49,34,234,-2.52
