No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,19467,8.68,200,239,3.53
2,this,11868,5.29,97,236,3.20
3,in,53781,23.97,317,242,2.73
4,being,4314,1.92,15,227,1.96
5,we,5811,2.59,18,191,1.80
6,may,5848,2.61,16,224,1.62
7,is,25327,11.29,67,239,1.57
8,i,10318,4.60,27,227,1.55
9,from,14735,6.57,38,238,1.53
10,it,17885,7.97,42,237,1.40
11,which,19322,8.61,45,238,1.39
12,is,25327,11.29,56,239,1.31
13,a,38908,17.34,79,239,1.19
14,by,21106,9.41,40,240,1.09
15,the,208386,92.87,372,242,1.00
16,was,11549,5.15,20,228,0.96
17,are,11441,5.10,17,236,0.74
18,a,38908,17.34,47,239,0.44
19,with,15718,7.00,18,239,0.36
20,the,208386,92.87,223,242,0.26
21,at,16197,7.22,17,238,0.24
22,of,124419,55.45,129,242,0.22
23,that,19467,8.68,20,239,0.20
24,in,53781,23.97,53,242,0.14
25,by,21106,9.41,19,240,0.01
26,and,53427,23.81,42,242,-0.18
27,to,44432,19.80,33,240,-0.26
28,to,44432,19.80,22,240,-0.85
29,of,124419,55.45,51,242,-1.12
