No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15704,7.42,406,97,4.77
2,in,43122,20.39,324,98,2.99
3,they,3137,1.48,20,94,2.75
4,by,14768,6.98,59,98,2.08
5,this,10850,5.13,39,98,1.93
6,it,11596,5.48,37,97,1.75
7,the,157150,74.30,401,98,1.43
8,to,31049,14.68,75,98,1.35
9,is,28339,13.40,66,98,1.30
10,from,11133,5.26,25,97,1.25
11,not,5840,2.76,12,97,1.12
12,the,157150,74.30,248,98,0.74
13,was,7639,3.61,12,93,0.73
14,which,10824,5.12,17,97,0.73
15,are,12791,6.05,16,98,0.40
16,on,12038,5.69,13,98,0.19
17,is,28339,13.40,29,98,0.11
18,and,43299,20.47,40,98,-0.03
19,to,31049,14.68,26,98,-0.18
20,that,15704,7.42,13,97,-0.19
21,a,38814,18.35,32,98,-0.20
22,in,43122,20.39,34,98,-0.26
23,a,38814,18.35,27,98,-0.44
24,of,89689,42.40,51,98,-0.73
25,of,89689,42.40,16,98,-2.41
