No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,481,0.24,27,143,5.83
2,that,31262,15.40,1087,220,5.14
3,they,6033,2.97,35,210,2.56
4,by,30107,14.83,163,220,2.46
5,in,93737,46.19,479,220,2.37
6,this,21650,10.67,89,220,2.06
7,from,23617,11.64,81,220,1.80
8,it,23537,11.60,80,220,1.79
9,the,341376,168.21,1099,221,1.71
10,to,67892,33.45,182,220,1.44
11,we,10503,5.18,27,207,1.38
12,is,56368,27.77,114,220,1.04
13,which,22349,11.01,45,220,1.03
14,with,25747,12.69,42,220,0.73
15,for,21605,10.65,34,220,0.68
16,the,341376,168.21,525,221,0.64
17,this,21650,10.67,28,220,0.39
18,in,93737,46.19,118,220,0.35
19,is,56368,27.77,64,220,0.20
20,be,24269,11.96,27,220,0.17
21,and,94457,46.54,86,221,-0.11
22,a,77614,38.24,67,220,-0.19
23,of,194587,95.88,161,221,-0.25
24,a,77614,38.24,56,220,-0.45
25,to,67892,33.45,37,220,-0.85
26,of,194587,95.88,59,221,-1.70
