No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,22262,8.90,316,245,4.15
2,in,66865,26.73,483,251,3.18
3,if,4905,1.96,25,220,2.67
4,this,15418,6.16,76,244,2.62
5,being,4926,1.97,20,244,2.34
6,from,17673,7.06,62,250,2.13
7,we,8831,3.53,22,229,1.64
8,is,39810,15.91,87,247,1.45
9,by,24696,9.87,53,250,1.42
10,for,13654,5.46,29,248,1.41
11,it,20560,8.22,36,246,1.13
12,is,39810,15.91,61,247,0.94
13,the,265043,105.95,405,251,0.93
14,be,19648,7.85,28,249,0.83
15,are,15701,6.28,20,245,0.67
16,the,265043,105.95,313,251,0.56
17,which,22249,8.89,25,246,0.49
18,to,51403,20.55,51,249,0.31
19,as,21456,8.58,21,249,0.29
20,a,53845,21.52,50,251,0.22
21,by,24696,9.87,22,250,0.16
22,to,51403,20.55,42,249,0.03
23,in,66865,26.73,54,251,0.01
24,a,53845,21.52,41,251,-0.07
25,and,68883,27.54,34,250,-0.70
26,of,160162,64.03,73,250,-0.81
27,of,160162,64.03,51,250,-1.33
28,and,68883,27.54,20,250,-1.46
