No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,33965,16.15,1148,246,5.15
2,they,6436,3.06,35,235,2.52
3,by,32374,15.39,175,246,2.51
4,in,102834,48.89,491,246,2.33
5,this,23412,11.13,91,245,2.03
6,no,8915,4.24,30,244,1.82
7,it,25290,12.02,85,245,1.82
8,the,366998,174.49,1160,247,1.73
9,from,25310,12.03,79,246,1.71
10,to,73128,34.77,191,246,1.46
11,which,23833,11.33,47,245,1.05
12,is,60591,28.81,119,246,1.05
13,with,28173,13.39,42,246,0.65
14,the,366998,174.49,542,247,0.64
15,for,23720,11.28,35,246,0.63
16,in,102834,48.89,126,246,0.37
17,this,23412,11.13,28,245,0.33
18,is,60591,28.81,72,246,0.32
19,and,102038,48.51,90,247,-0.11
20,a,84082,39.98,73,246,-0.13
21,of,209094,99.41,171,247,-0.22
22,a,84082,39.98,64,246,-0.32
23,to,73128,34.77,35,246,-0.99
24,of,209094,99.41,56,247,-1.83
