No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27481,12.06,818,190,5.08
2,they,5676,2.49,37,187,2.89
3,in,80047,35.14,416,191,2.57
4,by,25544,11.21,116,191,2.37
5,this,18868,8.28,70,190,2.08
6,it,20843,9.15,69,189,1.91
7,the,293095,128.67,830,191,1.69
8,to,57473,25.23,152,191,1.59
9,from,20439,8.97,52,190,1.53
10,is,50373,22.11,107,191,1.27
11,which,18952,8.32,28,189,0.75
12,the,293095,128.67,430,191,0.74
13,with,22492,9.87,25,190,0.34
14,is,50373,22.11,44,191,-0.01
15,in,80047,35.14,69,191,-0.03
16,a,65809,28.89,46,191,-0.33
17,a,65809,28.89,45,191,-0.36
18,and,82621,36.27,56,191,-0.37
19,to,57473,25.23,36,191,-0.49
20,of,165436,72.63,101,191,-0.52
21,of,165436,72.63,34,191,-2.10
