No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8282,1.86,40,211,3.43
2,in,25660,5.76,75,224,2.70
3,a,24612,5.53,42,230,1.93
4,i,8493,1.91,14,213,1.88
5,but,5497,1.23,9,207,1.87
6,is,13636,3.06,22,218,1.84
7,that,13642,3.06,22,210,1.84
8,is,13636,3.06,20,218,1.71
9,which,12570,2.82,17,211,1.59
10,be,12149,2.73,10,214,0.87
11,it,13733,3.08,9,215,0.55
12,the,102682,23.06,67,229,0.54
13,a,24612,5.53,14,230,0.34
14,to,26792,6.02,15,220,0.32
15,and,29754,6.68,15,226,0.17
16,the,102682,23.06,49,229,0.09
17,in,25660,5.76,9,224,-0.36
18,of,69444,15.60,21,230,-0.57
19,of,69444,15.60,19,230,-0.72
