No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1337,0.62,36,135,4.86
2,that,28888,13.41,713,217,4.73
3,in,74483,34.57,372,220,2.43
4,by,25848,12.00,120,220,2.32
5,this,19423,9.01,90,218,2.32
6,they,4962,2.30,22,212,2.26
7,from,17653,8.19,64,218,1.97
8,it,22510,10.45,72,217,1.78
9,we,11426,5.30,34,198,1.68
10,to,60506,28.08,163,219,1.54
11,the,299695,139.09,786,220,1.50
12,is,47656,22.12,82,219,0.89
13,the,299695,139.09,431,220,0.63
14,which,22042,10.23,29,218,0.50
15,in,74483,34.57,97,220,0.49
16,is,47656,22.12,61,219,0.46
17,with,22072,10.24,23,217,0.17
18,as,26091,12.11,26,218,0.10
19,a,64555,29.96,56,219,-0.10
20,a,64555,29.96,49,219,-0.29
21,to,60506,28.08,42,219,-0.42
22,of,162257,75.30,112,221,-0.43
23,and,75135,34.87,48,221,-0.54
24,of,162257,75.30,64,221,-1.23
