No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27033,12.71,590,251,3.54
2,due,1520,0.71,33,166,3.53
3,this,19095,8.98,160,257,2.16
4,in,74642,35.09,515,258,1.88
5,only,5108,2.40,29,239,1.59
6,all,5579,2.62,27,244,1.36
7,by,23565,11.08,114,257,1.36
8,is,45258,21.28,205,258,1.27
9,if,4964,2.33,22,212,1.24
10,when,5830,2.74,25,228,1.19
11,from,18975,8.92,77,257,1.11
12,there,5398,2.54,21,234,1.05
13,has,6609,3.11,25,240,1.01
14,they,6124,2.88,22,245,0.93
15,these,9226,4.34,33,242,0.93
16,to,59852,28.14,187,258,0.73
17,we,11254,5.29,32,208,0.60
18,we,11254,5.29,32,208,0.60
19,the,291851,137.21,829,258,0.59
20,it,22134,10.41,61,256,0.55
21,be,20449,9.61,56,256,0.54
22,it,22134,10.41,59,256,0.50
23,i,11077,5.21,29,235,0.48
24,not,10697,5.03,28,248,0.48
25,was,14536,6.83,38,249,0.48
26,is,45258,21.28,115,258,0.43
27,an,8660,4.07,22,250,0.43
28,have,11671,5.49,29,249,0.40
29,but,11715,5.51,28,252,0.35
30,in,74642,35.09,178,258,0.34
31,not,10697,5.03,25,248,0.31
32,are,19654,9.24,44,256,0.25
33,have,11671,5.49,26,249,0.24
34,for,13688,6.44,30,241,0.22
35,this,19095,8.98,41,257,0.19
36,was,14536,6.83,31,249,0.18
37,as,25252,11.87,53,256,0.16
38,a,58336,27.43,118,258,0.11
39,the,291851,137.21,582,258,0.08
40,by,23565,11.08,46,257,0.05
41,which,22137,10.41,43,258,0.05
42,be,20449,9.61,39,256,0.02
43,with,22025,10.36,41,255,-0.01
44,which,22137,10.41,40,258,-0.06
45,as,25252,11.87,45,256,-0.08
46,a,58336,27.43,102,258,-0.11
47,of,163077,76.67,275,258,-0.16
48,at,17057,8.02,28,253,-0.20
49,to,59852,28.14,96,258,-0.23
50,and,73966,34.78,114,258,-0.29
51,are,19654,9.24,26,256,-0.51
52,that,27033,12.71,33,251,-0.62
53,on,22088,10.38,25,258,-0.73
54,with,22025,10.36,24,255,-0.79
55,on,22088,10.38,23,258,-0.85
56,of,163077,76.67,161,258,-0.93
57,and,73966,34.78,42,258,-1.73
