No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,1867,0.89,57,176,4.00
2,that,29887,14.22,750,256,3.72
3,this,21944,10.44,171,263,2.03
4,in,80163,38.14,512,266,1.75
5,from,19106,9.09,96,263,1.40
6,by,26673,12.69,131,264,1.37
7,they,6241,2.97,30,248,1.34
8,when,6909,3.29,30,226,1.19
9,only,5765,2.74,25,243,1.19
10,if,6288,2.99,26,214,1.12
11,is,52934,25.18,216,264,1.10
12,there,6842,3.25,25,240,0.94
13,has,7240,3.44,25,245,0.86
14,to,65067,30.95,211,265,0.77
15,not,10768,5.12,34,253,0.73
16,it,23185,11.03,73,261,0.73
17,is,52934,25.18,162,264,0.69
18,the,326899,155.51,987,266,0.67
19,we,13379,6.36,40,210,0.65
20,very,8095,3.85,24,237,0.64
21,these,9799,4.66,28,246,0.59
22,have,12058,5.74,32,253,0.48
23,i,10047,4.78,26,239,0.44
24,but,12374,5.89,31,258,0.40
25,it,23185,11.03,58,261,0.39
26,which,23647,11.25,59,264,0.39
27,be,24536,11.67,60,261,0.36
28,not,10768,5.12,25,253,0.29
29,in,80163,38.14,176,266,0.21
30,a,66296,31.54,145,264,0.20
31,was,18297,8.70,40,255,0.20
32,we,13379,6.36,29,210,0.19
33,was,18297,8.70,39,255,0.16
34,this,21944,10.44,46,263,0.14
35,for,15460,7.35,32,249,0.12
36,are,23236,11.05,48,261,0.12
37,are,23236,11.05,48,261,0.12
38,as,27875,13.26,57,262,0.10
39,the,326899,155.51,659,266,0.08
40,as,27875,13.26,52,262,-0.03
41,by,26673,12.69,49,264,-0.05
42,be,24536,11.67,45,261,-0.05
43,a,66296,31.54,117,264,-0.11
44,to,65067,30.95,110,265,-0.17
45,with,25109,11.94,42,260,-0.19
46,of,177619,84.50,297,266,-0.19
47,with,25109,11.94,40,260,-0.26
48,and,85478,40.66,124,265,-0.39
49,which,23647,11.25,34,264,-0.40
50,on,24850,11.82,27,265,-0.81
51,on,24850,11.82,26,265,-0.86
52,of,177619,84.50,182,266,-0.89
53,that,29887,14.22,28,256,-1.02
54,and,85478,40.66,39,265,-2.06
