No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1165,0.60,88,197,5.20
2,that,42753,22.03,1315,301,3.90
3,due,3151,1.62,81,274,3.64
4,this,27679,14.26,224,301,1.97
5,they,7346,3.78,59,295,1.96
6,in,112096,57.75,776,304,1.75
7,all,8305,4.28,43,299,1.33
8,has,9705,5.00,50,300,1.32
9,there,7893,4.07,40,298,1.30
10,by,39991,20.60,191,303,1.21
11,from,26416,13.61,119,302,1.13
12,is,67724,34.89,301,302,1.11
13,we,20853,10.74,81,290,0.91
14,the,432668,222.90,1610,303,0.85
15,it,31770,16.37,116,302,0.83
16,not,17311,8.92,63,301,0.82
17,as,37626,19.38,132,303,0.77
18,is,67724,34.89,234,302,0.75
19,when,10528,5.42,36,293,0.73
20,been,10615,5.47,36,299,0.72
21,have,16469,8.48,54,300,0.67
22,may,10872,5.60,34,300,0.60
23,to,91586,47.18,285,303,0.59
24,which,31430,16.19,96,302,0.57
25,are,28910,14.89,82,301,0.46
26,it,31770,16.37,83,302,0.34
27,the,432668,222.90,1072,303,0.27
28,but,15076,7.77,37,299,0.25
29,we,20853,10.74,51,290,0.25
30,be,37518,19.33,91,304,0.24
31,this,27679,14.26,65,301,0.19
32,a,109259,56.29,249,304,0.15
33,have,16469,8.48,37,300,0.12
34,for,27938,14.39,58,302,0.01
35,was,27727,14.28,57,299,-0.00
36,in,112096,57.75,229,304,-0.01
37,by,39991,20.60,79,303,-0.06
38,at,27366,14.10,54,304,-0.06
39,are,28910,14.89,56,301,-0.09
40,with,32226,16.60,62,303,-0.10
41,as,37626,19.38,70,303,-0.15
42,was,27727,14.28,49,299,-0.22
43,a,109259,56.29,193,304,-0.22
44,and,107902,55.59,190,304,-0.23
45,be,37518,19.33,66,304,-0.23
46,of,244672,126.05,426,304,-0.24
47,with,32226,16.60,56,303,-0.25
48,of,244672,126.05,389,304,-0.37
49,to,91586,47.18,143,303,-0.40
50,for,27938,14.39,34,302,-0.76
51,on,34052,17.54,39,304,-0.85
52,on,34052,17.54,35,304,-1.00
53,that,42753,22.03,39,301,-1.18
54,and,107902,55.59,63,304,-1.82
