No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,497,0.26,44,143,5.41
2,owing,665,0.35,46,154,5.05
3,attention,360,0.19,23,126,4.94
4,that,30574,15.96,1012,214,3.99
5,due,2387,1.25,72,197,3.85
6,important,842,0.44,23,177,3.71
7,view,1552,0.81,24,176,2.89
8,this,20191,10.54,171,214,2.02
9,they,5438,2.84,42,213,1.89
10,point,3010,1.57,23,206,1.87
11,all,5613,2.93,37,214,1.66
12,in,86396,45.10,532,215,1.56
13,there,6153,3.21,35,212,1.45
14,by,26229,13.69,141,214,1.36
15,only,5155,2.69,26,213,1.27
16,also,4742,2.48,23,213,1.22
17,no,6724,3.51,31,214,1.14
18,is,50449,26.34,217,215,1.04
19,to,64119,33.47,261,215,0.96
20,from,20954,10.94,85,215,0.96
21,the,311974,162.86,1162,214,0.83
22,has,7868,4.11,29,214,0.82
23,have,11150,5.82,38,214,0.71
24,two,7448,3.89,25,213,0.68
25,not,12253,6.40,39,214,0.61
26,it,23146,12.08,72,214,0.58
27,are,22660,11.83,69,214,0.54
28,be,24662,12.87,74,215,0.52
29,is,50449,26.34,150,215,0.51
30,as,25763,13.45,75,214,0.48
31,we,11011,5.75,32,209,0.48
32,which,22433,11.71,61,214,0.38
33,i,9292,4.85,25,213,0.37
34,it,23146,12.08,61,214,0.34
35,not,12253,6.40,32,214,0.32
36,the,311974,162.86,801,214,0.30
37,are,22660,11.83,58,214,0.29
38,was,18076,9.44,46,212,0.29
39,but,10213,5.33,25,214,0.23
40,with,22017,11.49,52,214,0.18
41,for,21012,10.97,48,216,0.13
42,this,20191,10.54,45,214,0.09
43,a,71527,37.34,154,215,0.04
44,in,86396,45.10,176,215,-0.04
45,be,24662,12.87,47,215,-0.13
46,and,77574,40.50,145,215,-0.16
47,for,21012,10.97,39,216,-0.17
48,was,18076,9.44,32,212,-0.24
49,a,71527,37.34,123,215,-0.28
50,with,22017,11.49,36,214,-0.35
51,as,25763,13.45,42,214,-0.36
52,to,64119,33.47,100,215,-0.42
53,at,20128,10.51,31,214,-0.44
54,of,168813,88.13,251,215,-0.49
55,of,168813,88.13,245,215,-0.52
56,from,20954,10.94,27,215,-0.70
57,by,26229,13.69,31,214,-0.82
58,on,22917,11.96,27,215,-0.83
59,that,30574,15.96,25,214,-1.35
60,and,77574,40.50,54,215,-1.58
