Context,Collocate
"Years 1813-1817: light, to which this curious fact must be ascribed,* The intensity",curious
"Years 1813-1817: us to explain the curious fact observed by MALvs, relative to",curious
"Years 1813-1817: fine analogy with the curious fact in magnetism, that two bars",curious
Years 1813-1817: the knowledge of the important fact of the get of forty-six,important
"Years 1813-1817: to be a very important fact ; although perhaps, not connected",important
Years 1813-1817: Besides the new and unexpected fact which was thus brought to,new
"Years 1813-1817: combinations resembles oxygen. This new fact will, I hope, do something",new
