Context,Collocate,File,Directory,Year,Frequency Filter
"""This is Matter . of Fact : known (143) known'to every",matter,rstl_1708_0023.txt,txt_rstl,1708,5
as appears by matter of Fact ; which take as fol-,matter,rstl_1708_0039.txt,txt_rstl,1708,5
on- > relace Matter of Fact as to the diſcovery of,matter,rstl_1708_0062.txt,txt_rstl,1708,5
ſhewn to be matter of Fact ; and that not only,matter,rstl_1714_0058.txt,txt_rstl,1714,5
"""This is Matter . of Fact : known (143) known'to every",of,rstl_1708_0023.txt,txt_rstl,1708,5
as appears by matter of Fact ; which take as fol-,of,rstl_1708_0039.txt,txt_rstl,1708,5
on- > relace Matter of Fact as to the diſcovery of,of,rstl_1708_0062.txt,txt_rstl,1708,5
ſhewn to be matter of Fact ; and that not only,of,rstl_1714_0058.txt,txt_rstl,1714,5
Truth of the Matters of Fact in the within written: *,of,rstl_1714_0058.txt,txt_rstl,1714,5
Truth of the Matters of Fact in the within written: ©,of,rstl_1714_0059.txt,txt_rstl,1714,5
on- > relace Matter of Fact as to the diſcovery of,the,rstl_1708_0062.txt,txt_rstl,1708,5
Truth of the Matters of Fact in the within written: *,the,rstl_1714_0058.txt,txt_rstl,1714,5
Truth of the Matters of Fact in the within written: ©,the,rstl_1714_0059.txt,txt_rstl,1714,5
