Context,Collocate,File,Directory,Year,Frequency Filter
the Mat- 3 ter of Fact the truer the more I-peruſed,of,rstl_1694_0041.txt,txt_rstl,1694,6
"now put the Matter of Fact out of Queſtion, which I",of,rstl_1694_0041.txt,txt_rstl,1694,6
an Account publiſhed of his Fact from a Letter of M.,of,rstl_1699_0025.txt,txt_rstl,1699,6
"Body. Nay, 'tis matter of Fact that they © frequently are",of,rstl_1699_0040.txt,txt_rstl,1699,6
