No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,30,0.01,6,23,7.58
2,adduced,46,0.01,6,23,6.96
3,recorded,122,0.03,11,42,6.43
4,certainty,71,0.02,6,37,6.34
5,detailed,122,0.03,7,49,5.78
6,respecting,227,0.06,12,94,5.66
7,accordance,170,0.04,8,75,5.49
8,stated,517,0.14,22,126,5.35
9,prove,274,0.07,10,104,5.12
10,foregoing,166,0.04,5,53,4.85
11,foregoing,166,0.04,5,53,4.85
12,curious,173,0.05,5,63,4.79
13,ascertained,292,0.08,8,99,4.71
14,distinctly,242,0.06,6,76,4.57
15,noticed,295,0.08,7,80,4.50
16,additional,222,0.06,5,101,4.43
17,interesting,296,0.08,6,106,4.28
18,principal,277,0.07,5,105,4.11
19,us,619,0.16,10,138,3.95
20,show,564,0.15,9,144,3.93
21,known,629,0.16,10,143,3.93
22,mentioned,462,0.12,7,92,3.86
23,preceding,684,0.18,10,138,3.80
24,induction,497,0.13,7,20,3.75
25,connected,807,0.21,11,125,3.70
26,important,461,0.12,6,138,3.64
27,many,1326,0.35,17,189,3.62
28,these,6475,1.69,82,240,3.60
29,referred,437,0.11,5,109,3.45
30,few,781,0.20,8,155,3.29
31,paper,1328,0.35,13,172,3.23
32,appears,1290,0.34,12,199,3.15
33,new,972,0.25,9,162,3.15
34,known,629,0.16,5,143,2.93
35,such,2288,0.60,17,212,2.83
36,subject,875,0.23,6,168,2.71
37,appear,945,0.25,6,172,2.60
38,me,1318,0.34,8,213,2.54
39,lead,838,0.22,5,110,2.51
40,general,1346,0.35,8,178,2.51
41,am,908,0.24,5,175,2.40
42,series,1328,0.35,7,151,2.33
43,observed,1521,0.40,8,185,2.33
44,have,8800,2.30,46,247,2.32
45,some,2941,0.77,15,234,2.29
46,certain,1004,0.26,5,178,2.25
47,all,4017,1.05,20,232,2.25
48,whole,1710,0.45,8,214,2.16
49,appears,1290,0.34,6,199,2.15
50,i,11942,3.12,52,257,2.06
51,my,2118,0.55,9,224,2.02
52,following,1437,0.38,6,214,2.00
53,from,13665,3.57,57,256,2.00
54,number,1239,0.32,5,181,1.95
55,now,2257,0.59,9,225,1.93
56,been,5282,1.38,21,249,1.93
57,observations,2037,0.53,8,157,1.91
58,which,20250,5.30,77,256,1.86
59,before,1645,0.43,6,211,1.80
60,are,11060,2.89,39,264,1.75
61,given,1763,0.46,6,219,1.70
62,made,2732,0.71,9,215,1.65
63,most,1824,0.48,6,209,1.65
64,observed,1521,0.40,5,185,1.65
65,about,2169,0.57,7,203,1.63
66,above,1901,0.50,6,208,1.59
67,other,5288,1.38,16,244,1.53
68,great,1660,0.43,5,218,1.53
69,state,2061,0.54,6,178,1.48
70,much,1756,0.46,5,202,1.44
71,some,2941,0.77,8,234,1.38
72,that,21199,5.54,57,251,1.36
73,we,5998,1.57,16,222,1.35
74,such,2288,0.60,6,212,1.33
75,any,3684,0.96,9,240,1.22
76,with,15452,4.04,36,267,1.16
77,but,7824,2.05,18,247,1.14
78,may,5670,1.48,13,245,1.13
79,will,4473,1.17,9,236,0.94
80,to,45102,11.80,90,270,0.93
81,with,15452,4.04,29,267,0.84
82,those,3241,0.85,6,232,0.82
83,those,3241,0.85,6,232,0.82
84,only,3246,0.85,6,229,0.82
85,in,52123,13.63,95,270,0.80
86,be,17621,4.61,31,263,0.75
87,this,12854,3.36,22,249,0.71
88,by,19096,4.99,32,271,0.68
89,if,4230,1.11,7,231,0.66
90,there,3093,0.81,5,219,0.63
91,the,203070,53.11,327,271,0.62
92,upon,3122,0.82,5,206,0.61
93,it,19595,5.12,31,253,0.60
94,by,19096,4.99,30,271,0.59
95,are,11060,2.89,17,264,0.56
96,not,8606,2.25,13,248,0.53
97,on,13620,3.56,20,270,0.49
98,as,17157,4.49,24,260,0.42
99,of,116031,30.35,161,271,0.41
100,has,4509,1.18,6,237,0.35
101,been,5282,1.38,7,249,0.34
102,were,5296,1.39,7,235,0.34
103,very,3980,1.04,5,242,0.26
104,more,4314,1.13,5,236,0.15
105,but,7824,2.05,9,247,0.14
106,or,10725,2.80,12,259,0.10
107,as,17157,4.49,19,260,0.08
108,these,6475,1.69,7,240,0.05
109,and,52116,13.63,56,271,0.04
110,to,45102,11.80,47,270,-0.01
111,that,21199,5.54,22,251,-0.01
112,an,6955,1.82,7,257,-0.06
113,two,4994,1.31,5,225,-0.06
114,for,10139,2.65,10,271,-0.08
115,this,12854,3.36,12,249,-0.16
116,have,8800,2.30,8,247,-0.20
117,same,5964,1.56,5,237,-0.32
118,the,203070,53.11,163,271,-0.38
119,is,24611,6.44,19,268,-0.44
120,i,11942,3.12,9,257,-0.47
121,on,13620,3.56,10,270,-0.51
122,a,39801,10.41,25,269,-0.74
123,and,52116,13.63,32,271,-0.77
124,not,8606,2.25,5,248,-0.85
125,be,17621,4.61,10,263,-0.88
126,or,10725,2.80,6,259,-0.90
127,a,39801,10.41,20,269,-1.06
128,of,116031,30.35,58,271,-1.07
129,for,10139,2.65,5,271,-1.08
130,in,52123,13.63,25,270,-1.13
131,is,24611,6.44,11,268,-1.23
132,it,19595,5.12,8,253,-1.36
133,from,13665,3.57,5,256,-1.52
