No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,14,0.00,7,13,9.73
2,certainty,124,0.02,8,54,6.78
3,brought,483,0.07,7,127,4.62
4,important,579,0.09,8,138,4.55
5,account,645,0.09,8,168,4.40
6,new,957,0.14,9,171,4.00
7,known,775,0.11,7,154,3.94
8,these,8457,1.24,67,233,3.75
9,observed,1392,0.20,10,193,3.61
10,show,1096,0.16,7,182,3.44
11,following,2014,0.30,12,224,3.34
12,all,4910,0.72,25,228,3.11
13,t,2721,0.40,10,211,2.64
14,some,3276,0.48,11,226,2.51
15,upon,2524,0.37,8,199,2.43
16,such,2332,0.34,7,216,2.35
17,case,3039,0.45,8,203,2.16
18,have,10911,1.61,28,240,2.12
19,which,22609,3.33,51,241,1.94
20,other,4984,0.73,11,237,1.91
21,i,10585,1.56,22,233,1.82
22,will,4500,0.66,9,222,1.76
23,two,7395,1.09,14,231,1.69
24,first,3925,0.58,7,233,1.60
25,no,5300,0.78,9,233,1.53
26,any,4290,0.63,7,235,1.47
27,been,6226,0.92,10,236,1.45
28,with,20589,3.03,31,244,1.35
29,that,24308,3.58,34,239,1.25
30,may,5984,0.88,8,231,1.18
31,be,19293,2.84,25,244,1.14
32,they,5403,0.80,7,236,1.14
33,are,16400,2.41,21,240,1.12
34,from,18614,2.74,23,245,1.07
35,more,5691,0.84,7,232,1.06
36,to,56328,8.29,69,244,1.06
37,as,22622,3.33,26,244,0.97
38,by,23526,3.46,26,245,0.91
39,with,20589,3.03,21,244,0.79
40,it,21256,3.13,21,241,0.75
41,are,16400,2.41,16,240,0.73
42,to,56328,8.29,54,244,0.70
43,these,8457,1.24,8,233,0.68
44,the,279579,41.15,264,246,0.68
45,this,17128,2.52,16,239,0.67
46,we,9238,1.36,8,223,0.56
47,by,23526,3.46,20,245,0.53
48,or,12257,1.80,10,240,0.47
49,not,9819,1.45,8,231,0.47
50,in,69736,10.26,56,246,0.45
51,but,10418,1.53,8,238,0.38
52,for,12963,1.91,9,243,0.24
53,that,24308,3.58,16,239,0.16
54,of,162367,23.90,106,245,0.15
55,on,20214,2.97,13,245,0.13
56,and,69231,10.19,41,245,0.01
57,this,17128,2.52,8,239,-0.33
58,the,279579,41.15,130,246,-0.34
59,as,22622,3.33,10,244,-0.41
60,from,18614,2.74,8,245,-0.45
61,and,69231,10.19,29,245,-0.49
62,at,16958,2.50,7,243,-0.51
63,of,162367,23.90,64,245,-0.58
64,is,40942,6.03,16,242,-0.59
65,on,20214,2.97,7,245,-0.77
66,in,69736,10.26,18,246,-1.19
67,a,57633,8.48,14,246,-1.28
68,a,57633,8.48,13,246,-1.38
69,is,40942,6.03,9,242,-1.42
