No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,seem,504,0.04,8,111,5.51
2,these,8025,0.70,53,170,4.24
3,observed,1655,0.14,10,137,4.12
4,view,1281,0.11,7,147,3.97
5,observed,1655,0.14,8,137,3.79
6,all,4603,0.40,11,169,2.78
7,some,3862,0.34,9,171,2.74
8,with,18713,1.63,25,171,1.94
9,are,21574,1.88,27,171,1.84
10,that,25562,2.23,30,171,1.75
11,two,7209,0.63,8,170,1.67
12,we,9458,0.82,9,163,1.45
13,it,19404,1.69,17,171,1.33
14,to,53346,4.65,45,171,1.28
15,not,9492,0.83,8,171,1.27
16,from,18066,1.57,15,171,1.25
17,not,9492,0.83,7,171,1.08
18,be,20414,1.78,15,171,1.08
19,for,16854,1.47,12,171,1.03
20,the,277406,24.16,160,171,0.73
21,which,18660,1.63,10,171,0.62
22,with,18713,1.63,9,171,0.47
23,for,16854,1.47,8,171,0.45
24,in,73844,6.43,35,171,0.44
25,this,16888,1.47,8,171,0.44
26,at,14819,1.29,7,171,0.44
27,by,23038,2.01,10,171,0.32
28,to,53346,4.65,23,171,0.31
29,on,19170,1.67,7,171,0.07
30,of,151858,13.23,55,171,0.06
31,that,25562,2.23,9,171,0.02
32,by,23038,2.01,8,171,-0.00
33,as,21067,1.84,7,171,-0.07
34,in,73844,6.43,24,171,-0.10
35,a,62762,5.47,20,171,-0.13
36,is,47568,4.14,14,171,-0.24
37,the,277406,24.16,81,171,-0.25
38,of,151858,13.23,36,171,-0.56
39,and,72148,6.28,16,171,-0.65
40,and,72148,6.28,14,171,-0.84
41,a,62762,5.47,9,171,-1.28
