No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,indicate,516,0.06,11,170,5.49
2,recorded,654,0.08,13,129,5.39
3,these,11152,1.32,92,286,4.12
4,many,1917,0.23,15,246,4.04
5,view,1552,0.18,11,206,3.90
6,new,1431,0.17,10,220,3.88
7,observed,2627,0.31,18,239,3.85
8,observed,2627,0.31,16,239,3.68
9,us,1947,0.23,11,209,3.57
10,described,2211,0.26,10,236,3.25
11,show,2352,0.28,10,265,3.16
12,above,3903,0.46,12,267,2.70
13,all,7776,0.92,19,285,2.37
14,are,25810,3.06,53,287,2.11
15,such,5107,0.61,10,282,2.05
16,there,7056,0.84,11,284,1.72
17,have,14974,1.78,23,286,1.70
18,which,28121,3.33,42,288,1.66
19,may,9918,1.18,14,286,1.57
20,other,7296,0.86,10,284,1.53
21,that,39593,4.69,53,287,1.50
22,two,9715,1.15,13,286,1.50
23,with,29808,3.53,37,290,1.39
24,we,19185,2.27,20,278,1.14
25,from,24649,2.92,25,289,1.10
26,as,34089,4.04,34,289,1.07
27,these,11152,1.32,11,286,1.06
28,be,34520,4.09,33,290,1.01
29,it,29268,3.47,27,288,0.96
30,with,29808,3.53,27,290,0.93
31,the,399077,47.31,350,290,0.89
32,not,15967,1.89,14,287,0.89
33,to,84628,10.03,74,290,0.88
34,on,31910,3.78,24,291,0.67
35,but,13888,1.65,10,285,0.60
36,from,24649,2.92,17,289,0.54
37,this,25708,3.05,17,287,0.48
38,i,15143,1.80,10,285,0.48
39,in,104378,12.37,66,291,0.42
40,of,227735,27.00,143,291,0.41
41,to,84628,10.03,53,290,0.40
42,are,25810,3.06,15,287,0.29
43,for,26599,3.15,13,288,0.04
44,this,25708,3.05,12,287,-0.02
45,by,37043,4.39,17,289,-0.05
46,for,26599,3.15,12,288,-0.07
47,by,37043,4.39,16,289,-0.13
48,that,39593,4.69,17,287,-0.14
49,and,100496,11.91,43,291,-0.15
50,the,399077,47.31,166,290,-0.19
51,as,34089,4.04,13,289,-0.31
52,of,227735,27.00,86,291,-0.33
53,in,104378,12.37,33,291,-0.58
54,is,61225,7.26,18,288,-0.69
55,and,100496,11.91,24,291,-0.99
56,is,61225,7.26,14,288,-1.05
57,a,101535,12.04,22,291,-1.13
58,a,101535,12.04,20,291,-1.27
