No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,610,0.07,15,127,5.78
2,explanation,531,0.06,10,167,5.40
3,view,1443,0.16,15,203,4.54
4,these,10291,1.15,83,276,4.17
5,many,1783,0.20,14,243,4.13
6,new,1528,0.17,10,220,3.87
7,observed,2506,0.28,16,228,3.83
8,us,1819,0.20,10,202,3.62
9,show,2310,0.26,12,257,3.54
10,following,2576,0.29,12,262,3.38
11,observed,2506,0.28,11,228,3.29
12,above,3640,0.41,14,262,3.10
13,all,7297,0.82,20,274,2.61
14,there,6632,0.74,14,275,2.24
15,are,25591,2.86,50,276,2.13
16,other,6675,0.75,10,274,1.74
17,have,14104,1.58,21,275,1.73
18,that,37716,4.22,54,276,1.68
19,two,9166,1.03,13,274,1.66
20,with,28100,3.14,36,279,1.52
21,which,26873,3.01,32,277,1.41
22,may,9023,1.01,10,274,1.31
23,we,18289,2.05,18,269,1.14
24,these,10291,1.15,10,276,1.12
25,with,28100,3.14,25,279,0.99
26,not,15079,1.69,13,276,0.95
27,be,31672,3.54,27,280,0.93
28,but,12914,1.44,11,275,0.93
29,from,23754,2.66,20,279,0.91
30,the,379560,42.47,316,279,0.90
31,to,79887,8.94,64,280,0.84
32,it,27388,3.06,21,276,0.78
33,i,14524,1.63,11,274,0.76
34,as,31994,3.58,22,278,0.62
35,of,212714,23.80,145,281,0.61
36,this,24484,2.74,16,276,0.55
37,on,29367,3.29,19,281,0.53
38,are,25591,2.86,16,276,0.48
39,in,100912,11.29,60,281,0.41
40,for,26356,2.95,14,278,0.25
41,to,79887,8.94,41,280,0.20
42,for,26356,2.95,13,278,0.14
43,and,96132,10.76,43,281,-0.00
44,the,379560,42.47,165,279,-0.04
45,by,34795,3.89,15,278,-0.05
46,from,23754,2.66,10,279,-0.09
47,by,34795,3.89,14,278,-0.15
48,of,212714,23.80,78,281,-0.29
49,in,100912,11.29,32,281,-0.50
50,that,37716,4.22,11,276,-0.62
51,is,59933,6.71,16,278,-0.75
52,is,59933,6.71,14,278,-0.94
53,and,96132,10.76,20,281,-1.11
54,a,97630,10.92,20,281,-1.13
55,a,97630,10.92,18,281,-1.28
