No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,therein,82,0.00,2,37,8.72
2,contained,105,0.00,2,56,8.36
3,truth,132,0.00,2,48,8.03
4,curious,204,0.00,2,94,7.41
5,does,239,0.00,2,108,7.18
6,how,363,0.01,2,152,6.58
7,find,471,0.01,2,186,6.20
8,several,757,0.01,2,284,5.51
9,many,827,0.01,2,275,5.39
10,there,1744,0.03,4,361,5.31
11,have,3063,0.04,4,412,4.50
12,will,2210,0.03,2,322,3.97
13,i,6700,0.10,5,498,3.69
14,they,2962,0.04,2,374,3.55
15,as,7705,0.11,4,498,3.17
16,of,37559,0.54,6,558,1.47
17,the,66396,0.96,7,563,0.87
