No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,29,0.00,4,16,10.41
2,certainty,46,0.00,5,22,10.07
3,variety,72,0.00,3,41,8.68
4,ascertain,53,0.00,2,35,8.54
5,experience,65,0.00,2,26,8.25
6,these,2137,0.05,3,329,3.79
7,if,1871,0.05,2,335,3.40
8,or,4804,0.12,4,422,3.04
9,they,2628,0.07,2,337,2.91
10,which,7927,0.20,5,453,2.64
11,i,8014,0.20,3,472,1.88
12,of,43240,1.10,12,509,1.45
13,the,75563,1.91,16,511,1.06
14,to,20419,0.52,4,493,0.95
15,that,10516,0.27,2,449,0.91
16,and,22387,0.57,4,482,0.82
17,of,43240,1.10,6,509,0.45
18,to,20419,0.52,2,493,-0.05
19,the,75563,1.91,7,511,-0.13
20,and,22387,0.57,2,482,-0.18
