No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,concerning,206,0.01,12,61,8.10
2,indicate,409,0.02,9,126,6.70
3,following,1506,0.08,11,197,5.10
4,these,8462,0.45,40,209,4.48
5,other,4942,0.26,10,208,3.25
6,that,28960,1.54,32,210,2.38
7,have,8995,0.48,8,210,2.07
8,are,23803,1.26,21,210,2.05
9,it,20752,1.10,13,210,1.56
10,with,22379,1.19,11,210,1.21
11,for,25075,1.33,12,209,1.17
12,which,18900,1.00,8,210,1.00
13,with,22379,1.19,9,210,0.92
14,be,26602,1.41,10,210,0.82
15,the,275663,14.63,102,210,0.80
16,in,78507,4.17,22,210,0.40
17,to,59822,3.18,16,210,0.33
18,is,53082,2.82,14,210,0.31
19,of,157896,8.38,39,210,0.22
20,of,157896,8.38,36,210,0.10
21,in,78507,4.17,17,210,0.03
22,the,275663,14.63,55,210,-0.09
23,and,81333,4.32,16,210,-0.11
24,to,59822,3.18,11,210,-0.21
25,and,81333,4.32,13,210,-0.41
26,a,74971,3.98,10,210,-0.67
27,a,74971,3.98,9,210,-0.82
