No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,relating,129,0.02,12,49,7.40
2,seem,756,0.10,12,162,4.85
3,known,1333,0.18,16,218,4.45
4,new,1258,0.17,11,192,3.99
5,these,11217,1.55,97,264,3.97
6,following,2598,0.36,20,242,3.80
7,certain,2053,0.28,14,231,3.63
8,appear,1609,0.22,10,219,3.50
9,observed,2707,0.37,13,209,3.12
10,our,2507,0.35,11,174,2.99
11,observed,2707,0.37,11,209,2.88
12,all,7423,1.02,25,264,2.61
13,point,3764,0.52,10,247,2.27
14,upon,3807,0.52,10,205,2.25
15,have,15076,2.08,38,266,2.19
16,some,5954,0.82,15,259,2.19
17,above,4555,0.63,11,244,2.13
18,other,7915,1.09,19,261,2.12
19,are,27154,3.74,56,265,1.90
20,which,32001,4.41,62,266,1.81
21,we,15780,2.17,29,248,1.74
22,may,10038,1.38,16,265,1.53
23,been,9530,1.31,15,266,1.51
24,with,30737,4.23,43,266,1.34
25,that,40785,5.62,57,266,1.34
26,i,15940,2.20,22,263,1.32
27,there,8081,1.11,10,260,1.17
28,to,84940,11.70,105,267,1.17
29,were,10779,1.49,13,261,1.13
30,from,25540,3.52,29,266,1.04
31,it,31928,4.40,35,266,0.99
32,two,9662,1.33,10,264,0.91
33,the,421976,58.13,398,267,0.78
34,be,33727,4.65,31,266,0.74
35,as,36482,5.03,32,266,0.67
36,are,27154,3.74,23,265,0.62
37,by,36079,4.97,28,267,0.49
38,with,30737,4.23,23,266,0.44
39,to,84940,11.70,62,267,0.41
40,in,103998,14.33,74,267,0.37
41,not,15823,2.18,11,265,0.34
42,of,235353,32.42,161,268,0.31
43,from,25540,3.52,17,266,0.27
44,not,15823,2.18,10,265,0.20
45,this,25315,3.49,14,266,0.01
46,that,40785,5.62,21,266,-0.10
47,this,25315,3.49,13,266,-0.10
48,and,102108,14.07,52,268,-0.11
49,on,31811,4.38,15,268,-0.22
50,by,36079,4.97,17,267,-0.23
51,at,24622,3.39,11,265,-0.30
52,of,235353,32.42,103,268,-0.33
53,the,421976,58.13,181,267,-0.36
54,be,33727,4.65,14,266,-0.41
55,and,102108,14.07,36,268,-0.64
56,in,103998,14.33,32,267,-0.84
57,is,66942,9.22,20,267,-0.88
58,as,36482,5.03,10,266,-1.01
59,is,66942,9.22,18,267,-1.04
60,a,94390,13.00,21,267,-1.31
61,a,94390,13.00,17,267,-1.61
