No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,suggest,180,0.01,5,52,6.75
2,support,197,0.01,4,49,6.30
3,experimental,411,0.03,4,45,5.24
4,account,544,0.04,5,82,5.15
5,following,807,0.05,6,93,4.85
6,several,585,0.04,4,76,4.73
7,observed,1093,0.07,6,68,4.41
8,these,4743,0.31,22,97,4.17
9,new,1027,0.07,4,83,3.91
10,most,1341,0.09,4,92,3.53
11,that,15704,1.01,25,97,2.62
12,been,4538,0.29,6,96,2.36
13,no,3255,0.21,4,96,2.25
14,have,5246,0.34,6,97,2.15
15,we,3847,0.25,4,87,2.01
16,are,12791,0.83,11,98,1.73
17,these,4743,0.31,4,97,1.71
18,with,12143,0.78,10,97,1.67
19,but,5248,0.34,4,96,1.56
20,from,11133,0.72,8,97,1.48
21,it,11596,0.75,8,97,1.42
22,with,12143,0.78,8,97,1.35
23,be,13920,0.90,9,98,1.32
24,as,11990,0.77,7,98,1.18
25,for,12482,0.81,7,98,1.12
26,which,10824,0.70,6,97,1.10
27,is,28339,1.83,14,98,0.93
28,to,31049,2.01,15,98,0.90
29,the,157150,10.15,67,98,0.72
30,this,10850,0.70,4,98,0.51
31,to,31049,2.01,11,98,0.46
32,in,43122,2.79,12,98,0.11
33,of,89689,5.79,24,98,0.05
34,and,43299,2.80,9,98,-0.31
35,the,157150,10.15,32,98,-0.34
36,of,89689,5.79,15,98,-0.63
37,a,38814,2.51,6,98,-0.74
38,and,43299,2.80,5,98,-1.16
39,in,43122,2.79,4,98,-1.48
