No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,certainty,67,0.01,3,27,6.95
2,important,114,0.01,5,50,6.92
3,respecting,93,0.01,4,43,6.89
4,discovery,97,0.01,3,50,6.41
5,ascertained,180,0.02,4,56,5.94
6,relative,145,0.01,3,58,5.83
7,already,278,0.03,4,111,5.31
8,against,219,0.02,3,77,5.24
9,seem,224,0.02,3,97,5.21
10,certain,385,0.03,4,118,4.84
11,considered,305,0.03,3,95,4.76
12,particular,323,0.03,3,112,4.68
13,these,2718,0.25,21,207,4.41
14,few,444,0.04,3,137,4.22
15,appear,498,0.05,3,135,4.05
16,new,527,0.05,3,103,3.97
17,state,613,0.06,3,117,3.75
18,shall,662,0.06,3,153,3.64
19,following,771,0.07,3,161,3.42
20,well,959,0.09,3,186,3.11
21,some,2406,0.22,7,217,3.00
22,we,2499,0.23,7,177,2.95
23,can,1421,0.13,3,158,2.54
24,are,4807,0.44,10,225,2.52
25,all,2136,0.19,4,199,2.37
26,have,4649,0.42,8,230,2.25
27,been,3348,0.30,5,221,2.04
28,other,2718,0.25,4,217,2.02
29,this,8225,0.75,11,238,1.88
30,which,10769,0.98,14,241,1.84
31,will,3243,0.29,3,205,1.35
32,may,3287,0.30,3,231,1.33
33,to,26619,2.41,23,256,1.25
34,are,4807,0.44,4,225,1.20
35,i,9049,0.82,7,240,1.09
36,on,7920,0.72,6,245,1.06
37,not,5583,0.51,4,223,0.98
38,with,8426,0.76,6,234,0.97
39,that,13105,1.19,9,241,0.92
40,by,11047,1.00,7,249,0.81
41,of,59361,5.38,35,262,0.70
42,but,5161,0.47,3,237,0.68
43,but,5161,0.47,3,237,0.68
44,or,5577,0.51,3,232,0.57
45,not,5583,0.51,3,223,0.57
46,be,11424,1.04,6,241,0.53
47,the,102592,9.30,52,261,0.48
48,to,26619,2.41,13,256,0.43
49,in,24793,2.25,12,260,0.42
50,from,8731,0.79,4,245,0.34
51,as,9281,0.84,4,236,0.25
52,a,23098,2.09,9,254,0.10
53,it,13689,1.24,5,244,0.01
54,with,8426,0.76,3,234,-0.03
55,and,28707,2.60,10,260,-0.06
56,and,28707,2.60,9,260,-0.21
57,of,59361,5.38,18,262,-0.26
58,by,11047,1.00,3,249,-0.42
59,the,102592,9.30,25,261,-0.57
60,in,24793,2.25,4,260,-1.17
61,a,23098,2.09,3,254,-1.48
