No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,31,0.01,5,23,7.23
2,certainty,32,0.01,5,19,7.18
3,throw,50,0.01,4,33,6.22
4,related,74,0.02,5,26,5.98
5,detailed,75,0.02,4,24,5.63
6,stated,181,0.05,8,58,5.36
7,supported,68,0.02,3,37,5.36
8,curious,98,0.03,4,53,5.25
9,relating,98,0.03,4,33,5.25
10,important,127,0.03,5,81,5.20
11,comparative,86,0.02,3,51,5.02
12,ascertained,259,0.07,9,96,5.02
13,respecting,173,0.05,6,95,5.01
14,seem,150,0.04,5,72,4.96
15,support,100,0.03,3,51,4.80
16,prove,153,0.04,4,66,4.61
17,render,117,0.03,3,78,4.58
18,fully,131,0.04,3,76,4.41
19,chemical,394,0.11,8,80,4.24
20,new,848,0.23,17,149,4.22
21,few,357,0.10,7,153,4.19
22,principal,153,0.04,3,84,4.19
23,am,329,0.09,6,125,4.09
24,preceding,389,0.10,7,104,4.07
25,regard,168,0.05,3,66,4.06
26,stated,181,0.05,3,58,3.95
27,led,183,0.05,3,100,3.93
28,expression,186,0.05,3,38,3.91
29,general,698,0.19,10,141,3.74
30,many,639,0.17,9,172,3.71
31,series,499,0.13,7,88,3.71
32,appear,505,0.14,7,164,3.69
33,these,2752,0.74,38,223,3.68
34,principle,251,0.07,3,60,3.48
35,too,251,0.07,3,111,3.48
36,observed,537,0.14,6,121,3.38
37,number,728,0.20,8,142,3.35
38,various,310,0.08,3,111,3.17
39,me,680,0.18,6,169,3.04
40,following,714,0.19,6,165,2.97
41,been,3188,0.86,24,236,2.81
42,already,406,0.11,3,125,2.78
43,observations,856,0.23,6,123,2.71
44,have,5026,1.35,34,241,2.65
45,appears,603,0.16,4,161,2.63
46,above,610,0.16,4,160,2.61
47,all,1897,0.51,12,208,2.56
48,order,641,0.17,4,126,2.54
49,however,651,0.17,4,83,2.52
50,state,830,0.22,5,159,2.49
51,some,1890,0.51,11,230,2.44
52,such,1143,0.31,6,202,2.29
53,out,574,0.15,3,167,2.28
54,well,609,0.16,3,175,2.20
55,other,2470,0.66,12,230,2.18
56,most,868,0.23,4,198,2.10
57,thus,715,0.19,3,151,1.97
58,now,955,0.26,4,173,1.96
59,which,10831,2.91,44,244,1.92
60,can,1286,0.35,5,177,1.86
61,therefore,1048,0.28,4,160,1.83
62,that,11804,3.17,45,242,1.83
63,are,5011,1.35,19,234,1.82
64,from,7200,1.93,25,248,1.69
65,now,955,0.26,3,173,1.55
66,great,970,0.26,3,188,1.53
67,i,7468,2.01,20,247,1.32
68,may,2991,0.80,8,227,1.32
69,upon,2010,0.54,5,181,1.21
70,different,1211,0.33,3,199,1.21
71,were,2849,0.77,7,219,1.19
72,two,2515,0.68,6,213,1.15
73,only,1680,0.45,4,215,1.15
74,must,1328,0.36,3,177,1.07
75,not,4582,1.23,10,234,1.02
76,to,24038,6.45,49,257,0.92
77,other,2470,0.66,5,230,0.91
78,with,7789,2.09,15,244,0.84
79,light,1564,0.42,3,108,0.84
80,same,2753,0.74,5,229,0.76
81,there,1657,0.44,3,204,0.75
82,are,5011,1.35,9,234,0.74
83,or,4499,1.21,8,244,0.73
84,by,11283,3.03,20,255,0.72
85,if,2305,0.62,4,201,0.69
86,if,2305,0.62,4,201,0.69
87,it,11683,3.14,20,244,0.67
88,any,2391,0.64,4,231,0.64
89,the,96386,25.88,156,260,0.59
90,will,3106,0.83,5,206,0.58
91,some,1890,0.51,3,230,0.56
92,gas,1920,0.52,3,58,0.54
93,of,62502,16.78,91,259,0.44
94,these,2752,0.74,4,223,0.44
95,be,10672,2.87,15,249,0.39
96,in,24302,6.53,33,258,0.34
97,they,2232,0.60,3,218,0.32
98,but,4471,1.20,6,243,0.32
99,has,2246,0.60,3,223,0.31
100,as,7972,2.14,10,246,0.22
101,to,24038,6.45,30,257,0.22
102,had,2439,0.65,3,218,0.20
103,this,7323,1.97,9,246,0.19
104,and,27060,7.27,33,259,0.18
105,same,2753,0.74,3,229,0.02
106,one,2771,0.74,3,223,0.01
107,and,27060,7.27,28,259,-0.05
108,with,7789,2.09,8,244,-0.06
109,we,3106,0.83,3,164,-0.15
110,been,3188,0.86,3,236,-0.19
111,a,22107,5.94,20,260,-0.25
112,by,11283,3.03,10,255,-0.28
113,acid,3586,0.96,3,80,-0.36
114,the,96386,25.88,80,260,-0.37
115,is,13487,3.62,11,250,-0.40
116,have,5026,1.35,4,241,-0.43
117,that,11804,3.17,9,242,-0.49
118,an,3996,1.07,3,247,-0.52
119,its,4133,1.11,3,230,-0.57
120,from,7200,1.93,5,248,-0.63
121,of,62502,16.78,42,259,-0.68
122,be,10672,2.87,7,249,-0.71
123,for,5372,1.44,3,256,-0.94
124,for,5372,1.44,3,256,-0.94
125,this,7323,1.97,4,246,-0.98
126,i,7468,2.01,4,247,-1.00
127,a,22107,5.94,11,260,-1.11
128,on,6702,1.80,3,247,-1.26
129,it,11683,3.14,5,244,-1.33
130,as,7972,2.14,3,246,-1.51
131,is,13487,3.62,5,250,-1.53
132,in,24302,6.53,9,258,-1.54
133,which,10831,2.91,3,244,-1.96
