No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,numerous,80,0.00,3,36,8.10
2,seem,272,0.01,3,107,6.33
3,many,1076,0.04,4,229,4.76
4,these,2955,0.10,9,279,4.48
5,are,4953,0.17,5,289,2.88
6,have,5328,0.18,4,322,2.46
7,which,12219,0.42,8,339,2.26
8,from,8741,0.30,5,342,2.06
9,to,30198,1.03,11,367,1.41
10,to,30198,1.03,11,367,1.41
11,by,12683,0.43,4,370,1.21
12,be,13309,0.45,4,342,1.14
13,with,9996,0.34,3,335,1.13
14,i,11527,0.39,3,350,0.93
15,that,15558,0.53,4,347,0.91
16,in,28559,0.98,7,372,0.84
17,a,26385,0.90,6,375,0.73
18,that,15558,0.53,3,347,0.50
19,of,67415,2.30,12,381,0.38
20,a,26385,0.90,4,375,0.15
21,of,67415,2.30,10,381,0.12
22,the,112348,3.84,16,379,0.06
23,the,112348,3.84,13,379,-0.24
24,in,28559,0.98,3,372,-0.38
25,and,31718,1.08,3,370,-0.53
