No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,relating,114,0.02,11,50,7.49
2,known,1444,0.19,12,233,3.95
3,these,12056,1.62,99,275,3.93
4,certain,2223,0.30,16,242,3.74
5,following,2835,0.38,20,259,3.72
6,already,1885,0.25,11,239,3.44
7,observed,2945,0.40,15,228,3.25
8,observed,2945,0.40,11,228,2.80
9,all,7877,1.06,25,276,2.56
10,point,4275,0.57,13,261,2.50
11,upon,3820,0.51,11,201,2.42
12,have,15599,2.09,38,276,2.18
13,other,8468,1.14,19,274,2.06
14,above,4930,0.66,11,256,2.05
15,may,10841,1.46,21,276,1.85
16,which,32806,4.40,57,276,1.69
17,are,28528,3.83,48,275,1.65
18,that,43146,5.79,69,276,1.57
19,we,17186,2.31,26,260,1.49
20,been,10141,1.36,15,275,1.46
21,two,10708,1.44,15,276,1.38
22,from,27483,3.69,38,277,1.36
23,it,33275,4.47,42,276,1.23
24,to,91726,12.32,113,277,1.20
25,with,33045,4.44,38,277,1.10
26,were,11763,1.58,13,269,1.04
27,i,16668,2.24,18,274,1.01
28,as,38839,5.22,38,276,0.87
29,be,37214,5.00,35,277,0.81
30,the,451173,60.58,421,277,0.80
31,with,33045,4.44,30,277,0.76
32,from,27483,3.69,24,277,0.70
33,to,91726,12.32,72,277,0.55
34,not,17122,2.30,13,276,0.50
35,by,39894,5.36,29,278,0.44
36,in,111135,14.92,78,277,0.39
37,are,28528,3.83,19,275,0.31
38,of,255698,34.33,166,278,0.27
39,not,17122,2.30,11,276,0.26
40,this,27230,3.66,17,276,0.22
41,at,26589,3.57,14,277,-0.03
42,this,27230,3.66,14,276,-0.06
43,by,39894,5.36,20,278,-0.10
44,and,108394,14.55,53,278,-0.14
45,that,43146,5.79,21,276,-0.14
46,on,34998,4.70,17,278,-0.14
47,be,37214,5.00,17,277,-0.23
48,the,451173,60.58,193,277,-0.33
49,of,255698,34.33,101,278,-0.44
50,is,70334,9.44,27,277,-0.48
51,as,38839,5.22,12,276,-0.80
52,and,108394,14.55,33,278,-0.82
53,in,111135,14.92,32,277,-0.90
54,is,70334,9.44,19,277,-0.99
55,a,103954,13.96,25,278,-1.16
56,a,103954,13.96,22,278,-1.34
