No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,2622,0.09,8,239,4.55
2,many,1004,0.03,3,203,4.52
3,all,2471,0.08,3,238,3.22
4,may,3462,0.11,4,260,3.15
5,are,4511,0.15,5,256,3.09
6,other,2932,0.10,3,246,2.97
7,have,5114,0.17,5,271,2.91
8,been,3388,0.11,3,260,2.77
9,this,8471,0.28,5,277,2.18
10,from,8695,0.28,4,287,1.82
11,which,11058,0.36,5,279,1.80
12,be,11937,0.39,5,275,1.69
13,i,9859,0.32,4,284,1.64
14,by,11182,0.36,4,293,1.46
15,with,9396,0.31,3,274,1.29
16,as,10297,0.34,3,280,1.16
17,to,27948,0.91,8,296,1.14
18,that,14366,0.47,3,284,0.68
19,and,29428,0.96,6,298,0.65
20,the,103688,3.38,20,300,0.57
21,of,62130,2.02,10,301,0.31
22,and,29428,0.96,4,298,0.06
23,the,103688,3.38,8,300,-0.75
24,of,62130,2.02,4,301,-1.02
