No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,known,893,0.11,18,171,5.32
2,experimental,480,0.06,8,79,5.04
3,following,1869,0.24,19,196,4.33
4,these,8172,1.03,65,211,3.97
5,observed,1910,0.24,10,161,3.37
6,show,1666,0.21,8,194,3.25
7,observed,1910,0.24,9,161,3.22
8,all,5148,0.65,23,210,3.14
9,further,1785,0.23,7,190,2.95
10,most,2137,0.27,7,208,2.69
11,upon,2765,0.35,9,180,2.69
12,some,3826,0.48,11,208,2.51
13,other,5828,0.74,13,212,2.14
14,have,10599,1.34,22,216,2.04
15,are,18392,2.33,36,216,1.95
16,which,22042,2.79,38,218,1.77
17,we,11426,1.45,19,198,1.72
18,that,28888,3.65,42,217,1.52
19,into,4891,0.62,7,207,1.50
20,i,9947,1.26,14,211,1.48
21,were,8442,1.07,11,209,1.36
22,been,6497,0.82,8,217,1.28
23,with,22072,2.79,26,217,1.22
24,there,5957,0.75,7,205,1.22
25,two,7273,0.92,8,210,1.12
26,may,6721,0.85,7,209,1.04
27,to,60506,7.65,58,219,0.92
28,as,26091,3.30,25,218,0.92
29,it,22510,2.85,20,217,0.81
30,the,299695,37.91,262,220,0.79
31,not,10473,1.32,9,211,0.76
32,be,23881,3.02,19,217,0.65
33,in,74483,9.42,57,220,0.60
34,have,10599,1.34,8,216,0.58
35,but,10628,1.34,8,217,0.57
36,or,11127,1.41,8,217,0.51
37,by,25848,3.27,18,220,0.46
38,for,14602,1.85,10,220,0.44
39,are,18392,2.33,12,216,0.37
40,of,162257,20.53,104,221,0.34
41,we,11426,1.45,7,198,0.28
42,with,22072,2.79,13,217,0.22
43,by,25848,3.27,15,220,0.20
44,to,60506,7.65,35,219,0.19
45,this,19423,2.46,11,218,0.16
46,for,14602,1.85,8,220,0.11
47,this,19423,2.46,9,218,-0.13
48,that,28888,3.65,13,217,-0.17
49,at,15661,1.98,7,215,-0.18
50,and,75135,9.51,32,221,-0.25
51,of,162257,20.53,66,221,-0.32
52,from,17653,2.23,7,218,-0.35
53,from,17653,2.23,7,218,-0.35
54,the,299695,37.91,118,220,-0.36
55,on,22090,2.79,8,221,-0.48
56,and,75135,9.51,25,221,-0.60
57,as,26091,3.30,8,218,-0.72
58,be,23881,3.02,7,217,-0.79
59,a,64555,8.17,15,219,-1.12
60,in,74483,9.42,16,220,-1.24
61,is,47656,6.03,10,219,-1.27
62,is,47656,6.03,9,219,-1.42
63,a,64555,8.17,8,219,-2.03
