No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,numerous,71,0.00,3,34,7.41
2,related,77,0.00,3,34,7.30
3,contain,144,0.01,3,72,6.39
4,curious,237,0.01,3,105,5.67
5,seem,325,0.02,4,123,5.63
6,seems,603,0.04,3,183,4.33
7,new,619,0.04,3,178,4.29
8,following,636,0.04,3,215,4.25
9,these,2992,0.19,14,341,4.24
10,above,1286,0.08,3,253,3.23
11,me,1402,0.09,3,267,3.11
12,only,1959,0.12,3,324,2.63
13,all,2979,0.18,3,345,2.02
14,which,12279,0.76,12,404,1.98
15,are,5394,0.33,5,352,1.90
16,than,3271,0.20,3,349,1.89
17,have,5524,0.34,5,378,1.87
18,i,11649,0.72,10,421,1.79
19,as,10575,0.66,8,407,1.61
20,they,3991,0.25,3,346,1.60
21,to,28555,1.77,20,431,1.50
22,from,8688,0.54,6,419,1.48
23,are,5394,0.33,3,352,1.17
24,with,9306,0.58,5,410,1.12
25,that,14952,0.93,8,413,1.11
26,by,11753,0.73,6,433,1.04
27,to,28555,1.77,14,431,0.98
28,be,11676,0.72,5,403,0.79
29,a,25153,1.56,10,442,0.68
30,a,25153,1.56,9,442,0.53
31,from,8688,0.54,3,419,0.48
32,it,15134,0.94,5,407,0.41
33,of,62318,3.86,20,441,0.37
34,the,107307,6.65,29,443,0.13
35,i,11649,0.72,3,421,0.06
36,by,11753,0.73,3,433,0.04
37,in,27630,1.71,7,439,0.03
38,and,31066,1.92,7,435,-0.14
39,that,14952,0.93,3,413,-0.30
40,of,62318,3.86,12,441,-0.36
41,the,107307,6.65,15,443,-0.83
42,in,27630,1.71,3,439,-1.19
43,and,31066,1.92,3,435,-1.36
