No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,relative,173,0.01,3,73,6.56
2,appear,486,0.02,3,144,5.07
3,these,2436,0.11,11,229,4.61
4,many,835,0.04,3,186,4.29
5,we,2182,0.10,5,186,3.64
6,all,2124,0.10,3,222,2.94
7,some,2504,0.12,3,241,2.70
8,may,3361,0.15,4,253,2.69
9,are,4363,0.20,5,245,2.64
10,other,2722,0.13,3,240,2.58
11,have,4570,0.21,5,257,2.57
12,been,3091,0.14,3,248,2.40
13,this,7828,0.36,6,264,2.06
14,be,11237,0.52,7,262,1.76
15,which,10172,0.47,6,268,1.68
16,from,7995,0.37,4,272,1.44
17,with,8559,0.39,4,261,1.34
18,i,9217,0.42,4,263,1.24
19,on,7057,0.33,3,267,1.21
20,by,10721,0.49,4,275,1.02
21,to,25794,1.19,9,280,0.92
22,as,9108,0.42,3,263,0.84
23,the,98244,4.53,28,285,0.63
24,of,58307,2.69,15,284,0.48
25,and,27431,1.26,7,282,0.47
26,that,12680,0.58,3,267,0.36
27,and,27431,1.26,5,282,-0.02
28,a,22461,1.03,3,283,-0.46
29,a,22461,1.03,3,283,-0.46
30,the,98244,4.53,13,285,-0.48
31,of,58307,2.69,7,284,-0.62
32,to,25794,1.19,3,280,-0.66
