No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,22,0.00,9,19,9.23
2,certainty,53,0.01,9,28,7.96
3,detailed,79,0.01,6,38,6.80
4,curious,141,0.02,10,72,6.70
5,respecting,178,0.03,9,89,6.21
6,useful,79,0.01,3,47,5.80
7,stated,204,0.03,7,74,5.65
8,explain,99,0.02,3,49,5.47
9,seem,140,0.02,4,75,5.39
10,themselves,176,0.03,5,65,5.38
11,collected,117,0.02,3,45,5.23
12,many,628,0.11,13,198,4.92
13,prove,158,0.03,3,86,4.80
14,important,159,0.03,3,89,4.79
15,new,605,0.10,10,132,4.60
16,following,776,0.13,10,185,4.24
17,evident,239,0.04,3,85,4.20
18,various,278,0.05,3,118,3.98
19,show,306,0.05,3,118,3.84
20,might,633,0.11,6,169,3.79
21,these,2967,0.51,28,254,3.79
22,some,1716,0.29,15,249,3.68
23,society,462,0.08,3,116,3.25
24,view,525,0.09,3,137,3.06
25,observed,952,0.16,5,160,2.94
26,such,1145,0.20,6,221,2.94
27,paper,584,0.10,3,132,2.91
28,which,10089,1.72,40,276,2.54
29,could,766,0.13,3,199,2.52
30,however,768,0.13,3,122,2.51
31,have,5237,0.89,20,272,2.48
32,above,1107,0.19,4,195,2.40
33,there,1488,0.25,5,224,2.30
34,observed,952,0.16,3,160,2.21
35,he,960,0.16,3,182,2.19
36,or,4720,0.81,14,270,2.12
37,i,7418,1.27,20,274,1.98
38,those,1539,0.26,4,235,1.93
39,now,1164,0.20,3,213,1.92
40,been,3116,0.53,8,270,1.91
41,into,1690,0.29,4,224,1.79
42,may,2984,0.51,7,252,1.78
43,had,2248,0.38,5,252,1.70
44,that,11545,1.97,24,273,1.60
45,other,2425,0.41,5,253,1.59
46,from,7951,1.36,16,282,1.56
47,would,1533,0.26,3,204,1.52
48,were,3159,0.54,6,253,1.47
49,them,1621,0.28,3,208,1.44
50,are,5026,0.86,9,268,1.39
51,they,2256,0.39,4,244,1.38
52,we,3710,0.63,6,195,1.24
53,two,2652,0.45,4,239,1.14
54,all,2049,0.35,3,237,1.10
55,more,2074,0.35,3,252,1.08
56,are,5026,0.86,7,268,1.03
57,not,4368,0.75,6,262,1.01
58,these,2967,0.51,4,254,0.98
59,any,2232,0.38,3,254,0.98
60,will,3116,0.53,4,235,0.91
61,to,25349,4.33,32,283,0.89
62,be,10135,1.73,12,280,0.79
63,with,7605,1.30,9,280,0.79
64,this,7480,1.28,8,275,0.65
65,one,2807,0.48,3,251,0.65
66,the,106788,18.24,108,295,0.57
67,by,11241,1.92,11,290,0.52
68,as,8331,1.42,8,275,0.49
69,not,4368,0.75,4,262,0.42
70,that,11545,1.97,10,273,0.34
71,of,63951,10.93,53,293,0.28
72,on,7859,1.34,6,280,0.16
73,i,7418,1.27,5,274,-0.02
74,to,25349,4.33,17,283,-0.03
75,for,6151,1.05,4,287,-0.07
76,in,26300,4.49,17,290,-0.08
77,or,4720,0.81,3,270,-0.10
78,at,6297,1.08,4,278,-0.11
79,and,27164,4.64,16,294,-0.21
80,have,5237,0.89,3,272,-0.25
81,a,21667,3.70,12,294,-0.30
82,by,11241,1.92,6,290,-0.36
83,it,10745,1.84,5,274,-0.55
84,the,106788,18.24,49,295,-0.57
85,of,63951,10.93,28,293,-0.64
86,is,12198,2.08,5,284,-0.74
87,and,27164,4.64,11,294,-0.76
88,this,7480,1.28,3,275,-0.77
89,which,10089,1.72,4,276,-0.79
90,be,10135,1.73,4,280,-0.79
91,with,7605,1.30,3,280,-0.79
92,on,7859,1.34,3,280,-0.84
93,a,21667,3.70,7,294,-1.08
94,it,10745,1.84,3,274,-1.29
95,in,26300,4.49,5,290,-1.85
