No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,concerning,206,0.01,12,61,8.08
2,indicate,406,0.02,9,123,6.69
3,following,1500,0.08,11,193,5.09
4,these,8373,0.45,40,204,4.47
5,other,4897,0.26,10,203,3.25
6,that,28629,1.54,32,205,2.38
7,have,8819,0.47,8,205,2.08
8,are,23494,1.26,21,205,2.06
9,it,20573,1.11,13,205,1.56
10,with,22058,1.19,11,205,1.21
11,for,24613,1.32,12,204,1.18
12,which,18592,1.00,8,205,1.00
13,with,22058,1.19,9,205,0.92
14,be,26193,1.41,10,205,0.83
15,the,273098,14.67,102,205,0.80
16,in,77422,4.16,22,205,0.40
17,to,58903,3.17,16,205,0.34
18,is,52577,2.83,14,205,0.31
19,of,156123,8.39,39,205,0.22
20,of,156123,8.39,36,205,0.10
21,in,77422,4.16,17,205,0.03
22,the,273098,14.67,55,205,-0.09
23,and,80342,4.32,16,205,-0.11
24,to,58903,3.17,11,205,-0.20
25,and,80342,4.32,13,205,-0.41
26,a,73787,3.96,10,205,-0.67
27,a,73787,3.96,9,205,-0.82
