No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,suggest,327,0.03,9,101,6.11
2,seem,588,0.06,9,142,5.26
3,following,1504,0.15,16,203,4.74
4,observed,1727,0.17,15,177,4.44
5,these,9687,0.97,76,219,4.30
6,view,1678,0.17,12,193,4.16
7,known,1514,0.15,9,195,3.90
8,certain,1724,0.17,10,205,3.86
9,some,5029,0.50,11,219,2.46
10,all,5825,0.58,12,216,2.37
11,that,31262,3.12,62,220,2.31
12,are,26375,2.63,40,220,1.93
13,with,25747,2.57,37,220,1.85
14,we,10503,1.05,14,207,1.74
15,it,23537,2.35,27,220,1.52
16,be,24269,2.42,25,220,1.37
17,but,10735,1.07,10,220,1.22
18,from,23617,2.36,22,220,1.22
19,not,11692,1.17,9,219,0.95
20,not,11692,1.17,9,219,0.95
21,the,341376,34.04,241,221,0.82
22,for,21605,2.15,15,220,0.80
23,to,67892,6.77,46,220,0.76
24,by,30107,3.00,16,220,0.41
25,in,93737,9.35,47,220,0.33
26,by,30107,3.00,15,220,0.32
27,at,19130,1.91,9,220,0.24
28,of,194587,19.41,91,221,0.23
29,as,25918,2.58,12,220,0.21
30,for,21605,2.15,10,220,0.21
31,is,56368,5.62,26,220,0.21
32,that,31262,3.12,14,220,0.17
33,which,22349,2.23,10,220,0.17
34,on,25340,2.53,11,220,0.12
35,and,94457,9.42,34,221,-0.15
36,to,67892,6.77,24,220,-0.17
37,with,25747,2.57,9,220,-0.19
38,a,77614,7.74,27,220,-0.20
39,in,93737,9.35,31,220,-0.27
40,the,341376,34.04,100,221,-0.45
41,of,194587,19.41,54,221,-0.52
42,is,56368,5.62,11,220,-1.03
43,and,94457,9.42,18,221,-1.07
44,a,77614,7.74,10,220,-1.63
